Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
0.1,3,Medium,RMSE,60.03415298461914,OptimiserType.AdamW,000000,12
0.1,3,Medium,MAPE,0.994260311126709,OptimiserType.AdamW,000000,12
0.1,3,Medium,MAE,59.06924057006836,OptimiserType.AdamW,000000,12
0.1,3,Medium,MSE,3634.912841796875,OptimiserType.AdamW,000000,12
0.1,3,Medium,RMSE,59.986778259277344,OptimiserType.AdamW,000001,12
0.1,3,Medium,MAPE,0.9933621883392334,OptimiserType.AdamW,000001,12
0.1,3,Medium,MAE,59.02091979980469,OptimiserType.AdamW,000001,12
0.1,3,Medium,MSE,3629.22265625,OptimiserType.AdamW,000001,12
0.1,3,Medium,RMSE,59.906333923339844,OptimiserType.AdamW,000002,12
0.1,3,Medium,MAPE,0.9918508529663086,OptimiserType.AdamW,000002,12
0.1,3,Medium,MAE,58.93913650512695,OptimiserType.AdamW,000002,12
0.1,3,Medium,MSE,3619.5654296875,OptimiserType.AdamW,000002,12
0.1,3,Medium,RMSE,59.810455322265625,OptimiserType.AdamW,000003,12
0.1,3,Medium,MAPE,0.9900375008583069,OptimiserType.AdamW,000003,12
0.1,3,Medium,MAE,58.84141159057617,OptimiserType.AdamW,000003,12
0.1,3,Medium,MSE,3608.04638671875,OptimiserType.AdamW,000003,12
0.1,3,Medium,RMSE,59.702423095703125,OptimiserType.AdamW,000004,12
0.1,3,Medium,MAPE,0.9879922270774841,OptimiserType.AdamW,000004,12
0.1,3,Medium,MAE,58.73149108886719,OptimiserType.AdamW,000004,12
0.1,3,Medium,MSE,3595.11474609375,OptimiserType.AdamW,000004,12
0.1,3,Medium,RMSE,59.58201217651367,OptimiserType.AdamW,000005,12
0.1,3,Medium,MAPE,0.9857234358787537,OptimiserType.AdamW,000005,12
0.1,3,Medium,MAE,58.608680725097656,OptimiserType.AdamW,000005,12
0.1,3,Medium,MSE,3580.6806640625,OptimiserType.AdamW,000005,12
0.1,3,Medium,RMSE,59.07582092285156,OptimiserType.AdamW,000006,12
0.1,3,Medium,MAPE,0.9762781858444214,OptimiserType.AdamW,000006,12
0.1,3,Medium,MAE,58.091609954833984,OptimiserType.AdamW,000006,12
