Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
0.5,10,Medium,RMSE,60.27203369140625,OptimiserType.AdamW,000000,8
0.5,10,Medium,MAPE,0.9854554533958435,OptimiserType.AdamW,000000,8
0.5,10,Medium,MAE,59.120872497558594,OptimiserType.AdamW,000000,8
0.5,10,Medium,MSE,3638.16455078125,OptimiserType.AdamW,000000,8
0.5,10,Medium,RMSE,60.03812026977539,OptimiserType.AdamW,000001,8
0.5,10,Medium,MAPE,0.9810330867767334,OptimiserType.AdamW,000001,8
0.5,10,Medium,MAE,58.88111877441406,OptimiserType.AdamW,000001,8
0.5,10,Medium,MSE,3609.99658203125,OptimiserType.AdamW,000001,8
0.5,10,Medium,RMSE,60.00608444213867,OptimiserType.AdamW,000002,8
0.5,10,Medium,MAPE,0.9803388118743896,OptimiserType.AdamW,000002,8
0.5,10,Medium,MAE,58.84620666503906,OptimiserType.AdamW,000002,8
0.5,10,Medium,MSE,3606.154052734375,OptimiserType.AdamW,000002,8
0.5,10,Medium,RMSE,59.65110778808594,OptimiserType.AdamW,000003,8
0.5,10,Medium,MAPE,0.9738280177116394,OptimiserType.AdamW,000003,8
0.5,10,Medium,MAE,58.486671447753906,OptimiserType.AdamW,000003,8
0.5,10,Medium,MSE,3563.621337890625,OptimiserType.AdamW,000003,8
0.5,10,Medium,RMSE,59.55121612548828,OptimiserType.AdamW,000004,8
0.5,10,Medium,MAPE,0.972022294998169,OptimiserType.AdamW,000004,8
0.5,10,Medium,MAE,58.385841369628906,OptimiserType.AdamW,000004,8
0.5,10,Medium,MSE,3551.680419921875,OptimiserType.AdamW,000004,8
0.5,10,Medium,RMSE,59.27448654174805,OptimiserType.AdamW,000005,8
0.5,10,Medium,MAPE,0.9669023156166077,OptimiserType.AdamW,000005,8
0.5,10,Medium,MAE,58.104278564453125,OptimiserType.AdamW,000005,8
0.5,10,Medium,MSE,3518.75244140625,OptimiserType.AdamW,000005,8
0.5,10,Medium,RMSE,58.666255950927734,OptimiserType.AdamW,000006,8
0.5,10,Medium,MAPE,0.9555959701538086,OptimiserType.AdamW,000006,8
0.5,10,Medium,MAE,57.48408508300781,OptimiserType.AdamW,000006,8
0.5,10,Medium,MSE,3446.9111328125,OptimiserType.AdamW,000006,8
0.5,10,Medium,RMSE,54.390655517578125,OptimiserType.AdamW,000007,8
0.5,10,Medium,MAPE,0.8757930994033813,OptimiserType.AdamW,000007,8
0.5,10,Medium,MAE,53.11296463012695,OptimiserType.AdamW,000007,8
0.5,10,Medium,MSE,2962.902587890625,OptimiserType.AdamW,000007,8
0.5,10,Medium,RMSE,49.49814224243164,OptimiserType.AdamW,000008,8
0.5,10,Medium,MAPE,0.7861417531967163,OptimiserType.AdamW,000008,8
0.5,10,Medium,MAE,48.106910705566406,OptimiserType.AdamW,000008,8
0.5,10,Medium,MSE,2453.94873046875,OptimiserType.AdamW,000008,8
0.5,10,Medium,RMSE,41.51913070678711,OptimiserType.AdamW,000009,8
0.5,10,Medium,MAPE,0.6485017538070679,OptimiserType.AdamW,000009,8
