,Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
189,0.3,3,Experimental,MAPE,0.9631393551826476,OptimiserType.AdamW,47,1
190,0.3,3,Experimental,MAE,54.03999328613281,OptimiserType.AdamW,47,1
191,0.3,3,Experimental,MSE,3245.05419921875,OptimiserType.AdamW,47,1
192,0.3,3,Experimental,RMSE,56.271087646484375,OptimiserType.AdamW,48,1
193,0.3,3,Experimental,MAPE,0.9620701670646667,OptimiserType.AdamW,48,1
194,0.3,3,Experimental,MAE,53.99241638183594,OptimiserType.AdamW,48,1
195,0.3,3,Experimental,MSE,3239.8984375,OptimiserType.AdamW,48,1
196,0.3,3,Experimental,RMSE,56.2248649597168,OptimiserType.AdamW,49,1
197,0.3,3,Experimental,MAPE,0.960978627204895,OptimiserType.AdamW,49,1
198,0.3,3,Experimental,MAE,53.94284057617188,OptimiserType.AdamW,49,1
199,0.3,3,Experimental,MSE,3234.65625,OptimiserType.AdamW,49,1
200,0.3,3,Experimental,RMSE,56.1776237487793,OptimiserType.AdamW,50,1
201,0.3,3,Experimental,MAPE,0.9598687291145324,OptimiserType.AdamW,50,1
202,0.3,3,Experimental,MAE,53.893062591552734,OptimiserType.AdamW,50,1
203,0.3,3,Experimental,MSE,3229.326171875,OptimiserType.AdamW,50,1
204,0.3,3,Experimental,RMSE,56.12968063354492,OptimiserType.AdamW,51,1
205,0.3,3,Experimental,MAPE,0.958735466003418,OptimiserType.AdamW,51,1
206,0.3,3,Experimental,MAE,53.84297943115234,OptimiserType.AdamW,51,1
207,0.3,3,Experimental,MSE,3223.89013671875,OptimiserType.AdamW,51,1
208,0.3,3,Experimental,RMSE,56.0806999206543,OptimiserType.AdamW,52,1
209,0.3,3,Experimental,MAPE,0.9575849771499634,OptimiserType.AdamW,52,1
210,0.3,3,Experimental,MAE,53.79230499267578,OptimiserType.AdamW,52,1
211,0.3,3,Experimental,MSE,3218.373779296875,OptimiserType.AdamW,52,1
212,0.3,3,Experimental,RMSE,56.03091812133789,OptimiserType.AdamW,53,1
213,0.3,3,Experimental,MAPE,0.9564108848571776,OptimiserType.AdamW,53,1
214,0.3,3,Experimental,MAE,53.740352630615234,OptimiserType.AdamW,53,1
215,0.3,3,Experimental,MSE,3212.766845703125,OptimiserType.AdamW,53,1
216,0.3,3,Experimental,RMSE,55.98032379150391,OptimiserType.AdamW,54,1
217,0.3,3,Experimental,MAPE,0.9552187323570251,OptimiserType.AdamW,54,1
218,0.3,3,Experimental,MAE,53.68642807006836,OptimiserType.AdamW,54,1
219,0.3,3,Experimental,MSE,3207.047119140625,OptimiserType.AdamW,54,1
220,0.3,3,Experimental,RMSE,55.92879104614258,OptimiserType.AdamW,55,1
221,0.3,3,Experimental,MAPE,0.9540048837661744,OptimiserType.AdamW,55,1
222,0.3,3,Experimental,MAE,53.63228988647461,OptimiserType.AdamW,55,1
223,0.3,3,Experimental,MSE,3201.239013671875,OptimiserType.AdamW,55,1
224,0.3,3,Experimental,RMSE,55.87648391723633,OptimiserType.AdamW,56,1
225,0.3,3,Experimental,MAPE,0.952766478061676,OptimiserType.AdamW,56,1
226,0.3,3,Experimental,MAE,53.578033447265625,OptimiserType.AdamW,56,1
227,0.3,3,Experimental,MSE,3195.352294921875,OptimiserType.AdamW,56,1
228,0.3,3,Experimental,RMSE,55.82319259643555,OptimiserType.AdamW,57,1
229,0.3,3,Experimental,MAPE,0.9515109658241272,OptimiserType.AdamW,57,1
230,0.3,3,Experimental,MAE,53.52203750610352,OptimiserType.AdamW,57,1
231,0.3,3,Experimental,MSE,3189.35400390625,OptimiserType.AdamW,57,1
232,0.3,3,Experimental,RMSE,55.76896667480469,OptimiserType.AdamW,58,1
233,0.3,3,Experimental,MAPE,0.9502341747283936,OptimiserType.AdamW,58,1
234,0.3,3,Experimental,MAE,53.46525955200195,OptimiserType.AdamW,58,1
235,0.3,3,Experimental,MSE,3183.261474609375,OptimiserType.AdamW,58,1
