Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
0.7,3,Experimental,RMSE,57.36386489868164,OptimiserType.AdamW,000000,12
0.7,3,Experimental,MAPE,0.9862280488014221,OptimiserType.AdamW,000000,12
0.7,3,Experimental,MAE,55.11197280883789,OptimiserType.AdamW,000000,12
0.7,3,Experimental,MSE,3364.705322265625,OptimiserType.AdamW,000000,12
0.7,3,Experimental,RMSE,57.359127044677734,OptimiserType.AdamW,000001,12
0.7,3,Experimental,MAPE,0.986080527305603,OptimiserType.AdamW,000001,12
0.7,3,Experimental,MAE,55.10673904418945,OptimiserType.AdamW,000001,12
0.7,3,Experimental,MSE,3364.14990234375,OptimiserType.AdamW,000001,12
0.7,3,Experimental,RMSE,56.93121337890625,OptimiserType.AdamW,000002,12
0.7,3,Experimental,MAPE,0.9759252071380615,OptimiserType.AdamW,000002,12
0.7,3,Experimental,MAE,54.65660095214844,OptimiserType.AdamW,000002,12
0.7,3,Experimental,MSE,3314.880859375,OptimiserType.AdamW,000002,12
0.7,3,Experimental,RMSE,56.41722869873047,OptimiserType.AdamW,000003,12
0.7,3,Experimental,MAPE,0.9636518359184265,OptimiserType.AdamW,000003,12
0.7,3,Experimental,MAE,54.114776611328125,OptimiserType.AdamW,000003,12
0.7,3,Experimental,MSE,3256.20947265625,OptimiserType.AdamW,000003,12
0.7,3,Experimental,RMSE,55.840293884277344,OptimiserType.AdamW,000004,12
0.7,3,Experimental,MAPE,0.9498486518859863,OptimiserType.AdamW,000004,12
0.7,3,Experimental,MAE,53.50614547729492,OptimiserType.AdamW,000004,12
0.7,3,Experimental,MSE,3190.966796875,OptimiserType.AdamW,000004,12
0.7,3,Experimental,RMSE,55.20695114135742,OptimiserType.AdamW,000005,12
0.7,3,Experimental,MAPE,0.9346650838851929,OptimiserType.AdamW,000005,12
0.7,3,Experimental,MAE,52.835243225097656,OptimiserType.AdamW,000005,12
0.7,3,Experimental,MSE,3120.073486328125,OptimiserType.AdamW,000005,12
0.7,3,Experimental,RMSE,54.51837921142578,OptimiserType.AdamW,000006,12
0.7,3,Experimental,MAPE,0.9181269407272339,OptimiserType.AdamW,000006,12
0.7,3,Experimental,MAE,52.10569381713867,OptimiserType.AdamW,000006,12
0.7,3,Experimental,MSE,3043.90283203125,OptimiserType.AdamW,000006,12
0.7,3,Experimental,RMSE,53.77427291870117,OptimiserType.AdamW,000007,12
0.7,3,Experimental,MAPE,0.9002082347869873,OptimiserType.AdamW,000007,12
0.7,3,Experimental,MAE,51.31497573852539,OptimiserType.AdamW,000007,12
0.7,3,Experimental,MSE,2962.616943359375,OptimiserType.AdamW,000007,12
0.7,3,Experimental,RMSE,52.97272872924805,OptimiserType.AdamW,000008,12
0.7,3,Experimental,MAPE,0.8808685541152954,OptimiserType.AdamW,000008,12
0.7,3,Experimental,MAE,50.46049499511719,OptimiserType.AdamW,000008,12
0.7,3,Experimental,MSE,2876.28369140625,OptimiserType.AdamW,000008,12
0.7,3,Experimental,RMSE,52.11186218261719,OptimiserType.AdamW,000009,12
0.7,3,Experimental,MAPE,0.8600359559059143,OptimiserType.AdamW,000009,12
0.7,3,Experimental,MAE,49.542205810546875,OptimiserType.AdamW,000009,12
0.7,3,Experimental,MSE,2784.9736328125,OptimiserType.AdamW,000009,12
0.7,3,Experimental,RMSE,51.18938064575195,OptimiserType.AdamW,000010,12
0.7,3,Experimental,MAPE,0.8376520872116089,OptimiserType.AdamW,000010,12
0.7,3,Experimental,MAE,48.553565979003906,OptimiserType.AdamW,000010,12
0.7,3,Experimental,MSE,2688.725341796875,OptimiserType.AdamW,000010,12
0.7,3,Experimental,RMSE,50.20294952392578,OptimiserType.AdamW,000011,12
0.7,3,Experimental,MAPE,0.8136605620384216,OptimiserType.AdamW,000011,12
0.7,3,Experimental,MAE,47.493019104003906,OptimiserType.AdamW,000011,12
0.7,3,Experimental,MSE,2587.62646484375,OptimiserType.AdamW,000011,12
0.7,3,Experimental,RMSE,49.14990234375,OptimiserType.AdamW,000012,12
0.7,3,Experimental,MAPE,0.7881141304969788,OptimiserType.AdamW,000012,12
0.7,3,Experimental,MAE,46.35841751098633,OptimiserType.AdamW,000012,12
