Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
0.5,3,Medium,RMSE,60.5517578125,OptimiserType.AdamW,000000,4
0.5,3,Medium,MAPE,1.0037527084350586,OptimiserType.AdamW,000000,4
0.5,3,Medium,MAE,59.58937072753906,OptimiserType.AdamW,000000,4
0.5,3,Medium,MSE,3697.76904296875,OptimiserType.AdamW,000000,4
0.5,3,Medium,RMSE,61.1864013671875,OptimiserType.AdamW,000001,4
0.5,3,Medium,MAPE,1.0157763957977295,OptimiserType.AdamW,000001,4
0.5,3,Medium,MAE,60.236297607421875,OptimiserType.AdamW,000001,4
0.5,3,Medium,MSE,3775.1396484375,OptimiserType.AdamW,000001,4
0.5,3,Medium,RMSE,60.6721305847168,OptimiserType.AdamW,000002,4
0.5,3,Medium,MAPE,1.0060497522354126,OptimiserType.AdamW,000002,4
0.5,3,Medium,MAE,59.71263885498047,OptimiserType.AdamW,000002,4
0.5,3,Medium,MSE,3712.35595703125,OptimiserType.AdamW,000002,4
0.5,3,Medium,RMSE,60.090816497802734,OptimiserType.AdamW,000003,4
0.5,3,Medium,MAPE,0.9950539469718933,OptimiserType.AdamW,000003,4
0.5,3,Medium,MAE,59.12034606933594,OptimiserType.AdamW,000003,4
0.5,3,Medium,MSE,3642.05615234375,OptimiserType.AdamW,000003,4
0.5,3,Medium,RMSE,59.47029495239258,OptimiserType.AdamW,000004,4
0.5,3,Medium,MAPE,0.9833089709281921,OptimiserType.AdamW,000004,4
0.5,3,Medium,MAE,58.48752212524414,OptimiserType.AdamW,000004,4
0.5,3,Medium,MSE,3567.731201171875,OptimiserType.AdamW,000004,4
0.5,3,Medium,RMSE,58.80000305175781,OptimiserType.AdamW,000005,4
0.5,3,Medium,MAPE,0.9706060290336609,OptimiserType.AdamW,000005,4
0.5,3,Medium,MAE,57.803531646728516,OptimiserType.AdamW,000005,4
0.5,3,Medium,MSE,3488.347412109375,OptimiserType.AdamW,000005,4
0.5,3,Medium,RMSE,58.07536697387695,OptimiserType.AdamW,000006,4
0.5,3,Medium,MAPE,0.9568672180175781,OptimiserType.AdamW,000006,4
0.5,3,Medium,MAE,57.06331253051758,OptimiserType.AdamW,000006,4
0.5,3,Medium,MSE,3403.5,OptimiserType.AdamW,000006,4
0.5,3,Medium,RMSE,57.29405212402344,OptimiserType.AdamW,000007,4
0.5,3,Medium,MAPE,0.9420735836029053,OptimiserType.AdamW,000007,4
0.5,3,Medium,MAE,56.26472473144531,OptimiserType.AdamW,000007,4
0.5,3,Medium,MSE,3313.197509765625,OptimiserType.AdamW,000007,4
0.5,3,Medium,RMSE,56.454044342041016,OptimiserType.AdamW,000008,4
0.5,3,Medium,MAPE,0.9261804819107056,OptimiserType.AdamW,000008,4
0.5,3,Medium,MAE,55.4055290222168,OptimiserType.AdamW,000008,4
0.5,3,Medium,MSE,3217.47900390625,OptimiserType.AdamW,000008,4
0.5,3,Medium,RMSE,55.55290985107422,OptimiserType.AdamW,000009,4
0.5,3,Medium,MAPE,0.9091423153877258,OptimiserType.AdamW,000009,4
0.5,3,Medium,MAE,54.48269271850586,OptimiserType.AdamW,000009,4
0.5,3,Medium,MSE,3116.347900390625,OptimiserType.AdamW,000009,4
0.5,3,Medium,RMSE,54.58794021606445,OptimiserType.AdamW,000010,4
0.5,3,Medium,MAPE,0.8909252882003784,OptimiserType.AdamW,000010,4
0.5,3,Medium,MAE,53.49372100830078,OptimiserType.AdamW,000010,4
0.5,3,Medium,MSE,3009.84326171875,OptimiserType.AdamW,000010,4
0.5,3,Medium,RMSE,53.55623245239258,OptimiserType.AdamW,000011,4
0.5,3,Medium,MAPE,0.8714926242828369,OptimiserType.AdamW,000011,4
0.5,3,Medium,MAE,52.43551254272461,OptimiserType.AdamW,000011,4
0.5,3,Medium,MSE,2898.037841796875,OptimiserType.AdamW,000011,4
0.5,3,Medium,RMSE,52.454986572265625,OptimiserType.AdamW,000012,4
0.5,3,Medium,MAPE,0.8508120179176331,OptimiserType.AdamW,000012,4
0.5,3,Medium,MAE,51.304786682128906,OptimiserType.AdamW,000012,4
0.5,3,Medium,MSE,2781.007080078125,OptimiserType.AdamW,000012,4
0.5,3,Medium,RMSE,51.280609130859375,OptimiserType.AdamW,000013,4
0.5,3,Medium,MAPE,0.8288989067077637,OptimiserType.AdamW,000013,4
0.5,3,Medium,MAE,50.098514556884766,OptimiserType.AdamW,000013,4
0.5,3,Medium,MSE,2658.8876953125,OptimiserType.AdamW,000013,4
0.5,3,Medium,RMSE,50.03049087524414,OptimiserType.AdamW,000014,4
0.5,3,Medium,MAPE,0.8057625889778137,OptimiserType.AdamW,000014,4
0.5,3,Medium,MAE,48.81414031982422,OptimiserType.AdamW,000014,4
0.5,3,Medium,MSE,2531.896484375,OptimiserType.AdamW,000014,4
0.5,3,Medium,RMSE,48.701602935791016,OptimiserType.AdamW,000015,4
0.5,3,Medium,MAPE,0.7814223170280457,OptimiserType.AdamW,000015,4
0.5,3,Medium,MAE,47.44927215576172,OptimiserType.AdamW,000015,4
0.5,3,Medium,MSE,2400.299560546875,OptimiserType.AdamW,000015,4
0.5,3,Medium,RMSE,47.2910270690918,OptimiserType.AdamW,000016,4
0.5,3,Medium,MAPE,0.7559179067611694,OptimiserType.AdamW,000016,4
0.5,3,Medium,MAE,46.00166320800781,OptimiserType.AdamW,000016,4
0.5,3,Medium,MSE,2264.442138671875,OptimiserType.AdamW,000016,4
0.5,3,Medium,RMSE,45.79615783691406,OptimiserType.AdamW,000017,4
0.5,3,Medium,MAPE,0.7293550372123718,OptimiserType.AdamW,000017,4
0.5,3,Medium,MAE,44.47053146362305,OptimiserType.AdamW,000017,4
0.5,3,Medium,MSE,2124.784912109375,OptimiserType.AdamW,000017,4
0.5,3,Medium,RMSE,44.21461868286133,OptimiserType.AdamW,000018,4
0.5,3,Medium,MAPE,0.7017970681190491,OptimiserType.AdamW,000018,4
0.5,3,Medium,MAE,42.85478591918945,OptimiserType.AdamW,000018,4
0.5,3,Medium,MSE,1981.8489990234375,OptimiserType.AdamW,000018,4
0.5,3,Medium,RMSE,42.54456329345703,OptimiserType.AdamW,000019,4
0.5,3,Medium,MAPE,0.6732775568962097,OptimiserType.AdamW,000019,4
0.5,3,Medium,MAE,41.15323257446289,OptimiserType.AdamW,000019,4
0.5,3,Medium,MSE,1836.2830810546875,OptimiserType.AdamW,000019,4
0.5,3,Medium,RMSE,40.78434371948242,OptimiserType.AdamW,000020,4
0.5,3,Medium,MAPE,0.6439312100410461,OptimiserType.AdamW,000020,4
0.5,3,Medium,MAE,39.36688232421875,OptimiserType.AdamW,000020,4
0.5,3,Medium,MSE,1688.8475341796875,OptimiserType.AdamW,000020,4
0.5,3,Medium,RMSE,38.933807373046875,OptimiserType.AdamW,000021,4
0.5,3,Medium,MAPE,0.6138867139816284,OptimiserType.AdamW,000021,4
0.5,3,Medium,MAE,37.49736785888672,OptimiserType.AdamW,000021,4
0.5,3,Medium,MSE,1540.429443359375,OptimiserType.AdamW,000021,4
0.5,3,Medium,RMSE,36.99369430541992,OptimiserType.AdamW,000022,4
0.5,3,Medium,MAPE,0.583292543888092,OptimiserType.AdamW,000022,4
0.5,3,Medium,MAE,35.54779815673828,OptimiserType.AdamW,000022,4
0.5,3,Medium,MSE,1392.0782470703125,OptimiserType.AdamW,000022,4
0.5,3,Medium,RMSE,34.96638488769531,OptimiserType.AdamW,000023,4
0.5,3,Medium,MAPE,0.5523188710212708,OptimiserType.AdamW,000023,4
0.5,3,Medium,MAE,33.52265548706055,OptimiserType.AdamW,000023,4
0.5,3,Medium,MSE,1244.9766845703125,OptimiserType.AdamW,000023,4
0.5,3,Medium,RMSE,32.856956481933594,OptimiserType.AdamW,000024,4
0.5,3,Medium,MAPE,0.5211098194122314,OptimiserType.AdamW,000024,4
0.5,3,Medium,MAE,31.426586151123047,OptimiserType.AdamW,000024,4
0.5,3,Medium,MSE,1100.4696044921875,OptimiserType.AdamW,000024,4
0.5,3,Medium,RMSE,30.673736572265625,OptimiserType.AdamW,000025,4
0.5,3,Medium,MAPE,0.4897986352443695,OptimiserType.AdamW,000025,4
0.5,3,Medium,MAE,29.264537811279297,OptimiserType.AdamW,000025,4
0.5,3,Medium,MSE,960.0724487304688,OptimiserType.AdamW,000025,4
0.5,3,Medium,RMSE,28.430255889892578,OptimiserType.AdamW,000026,4
0.5,3,Medium,MAPE,0.45849600434303284,OptimiserType.AdamW,000026,4
0.5,3,Medium,MAE,27.042369842529297,OptimiserType.AdamW,000026,4
0.5,3,Medium,MSE,825.4693603515625,OptimiserType.AdamW,000026,4
0.5,3,Medium,RMSE,26.146957397460938,OptimiserType.AdamW,000027,4
0.5,3,Medium,MAPE,0.42730119824409485,OptimiserType.AdamW,000027,4
0.5,3,Medium,MAE,24.766786575317383,OptimiserType.AdamW,000027,4
0.5,3,Medium,MSE,698.5178833007812,OptimiserType.AdamW,000027,4
0.5,3,Medium,RMSE,23.85515594482422,OptimiserType.AdamW,000028,4
0.5,3,Medium,MAPE,0.39639410376548767,OptimiserType.AdamW,000028,4
0.5,3,Medium,MAE,22.448999404907227,OptimiserType.AdamW,000028,4
0.5,3,Medium,MSE,581.2523803710938,OptimiserType.AdamW,000028,4
0.5,3,Medium,RMSE,21.601356506347656,OptimiserType.AdamW,000029,4
0.5,3,Medium,MAPE,0.36612892150878906,OptimiserType.AdamW,000029,4
0.5,3,Medium,MAE,20.108938217163086,OptimiserType.AdamW,000029,4
0.5,3,Medium,MSE,475.9009094238281,OptimiserType.AdamW,000029,4
0.5,3,Medium,RMSE,19.45361328125,OptimiserType.AdamW,000030,4
0.5,3,Medium,MAPE,0.33697566390037537,OptimiserType.AdamW,000030,4
0.5,3,Medium,MAE,17.77705192565918,OptimiserType.AdamW,000030,4
0.5,3,Medium,MSE,384.8791198730469,OptimiserType.AdamW,000030,4
0.5,3,Medium,RMSE,17.507965087890625,OptimiserType.AdamW,000031,4
0.5,3,Medium,MAPE,0.30977916717529297,OptimiserType.AdamW,000031,4
0.5,3,Medium,MAE,15.509765625,OptimiserType.AdamW,000031,4
0.5,3,Medium,MSE,310.758056640625,OptimiserType.AdamW,000031,4
0.5,3,Medium,RMSE,15.893834114074707,OptimiserType.AdamW,000032,4
0.5,3,Medium,MAPE,0.2872917652130127,OptimiserType.AdamW,000032,4
0.5,3,Medium,MAE,13.483375549316406,OptimiserType.AdamW,000032,4
0.5,3,Medium,MSE,256.2551574707031,OptimiserType.AdamW,000032,4
0.5,3,Medium,RMSE,14.76919174194336,OptimiserType.AdamW,000033,4
0.5,3,Medium,MAPE,0.2735176682472229,OptimiserType.AdamW,000033,4
0.5,3,Medium,MAE,11.963225364685059,OptimiserType.AdamW,000033,4
0.5,3,Medium,MSE,224.06622314453125,OptimiserType.AdamW,000033,4
0.5,3,Medium,RMSE,14.280003547668457,OptimiserType.AdamW,000034,4
0.5,3,Medium,MAPE,0.2714622914791107,OptimiserType.AdamW,000034,4
0.5,3,Medium,MAE,11.1621675491333,OptimiserType.AdamW,000034,4
0.5,3,Medium,MSE,215.9127197265625,OptimiserType.AdamW,000034,4
0.5,3,Medium,RMSE,14.491598129272461,OptimiserType.AdamW,000035,4
0.5,3,Medium,MAPE,0.2813708484172821,OptimiserType.AdamW,000035,4
