Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
0.5,1,Experimental,RMSE,59.400428771972656,OptimiserType.Adamax,000000,15
0.5,1,Experimental,MAPE,0.9887306094169617,OptimiserType.Adamax,000000,15
0.5,1,Experimental,MAE,57.225799560546875,OptimiserType.Adamax,000000,15
0.5,1,Experimental,MSE,3539.468505859375,OptimiserType.Adamax,000000,15
0.5,1,Experimental,RMSE,59.390777587890625,OptimiserType.Adamax,000001,15
0.5,1,Experimental,MAPE,0.9885254502296448,OptimiserType.Adamax,000001,15
0.5,1,Experimental,MAE,57.21588134765625,OptimiserType.Adamax,000001,15
0.5,1,Experimental,MSE,3538.326904296875,OptimiserType.Adamax,000001,15
0.5,1,Experimental,RMSE,59.381195068359375,OptimiserType.Adamax,000002,15
0.5,1,Experimental,MAPE,0.9883188009262085,OptimiserType.Adamax,000002,15
0.5,1,Experimental,MAE,57.20584487915039,OptimiserType.Adamax,000002,15
0.5,1,Experimental,MSE,3537.180419921875,OptimiserType.Adamax,000002,15
0.5,1,Experimental,RMSE,59.37153244018555,OptimiserType.Adamax,000003,15
0.5,1,Experimental,MAPE,0.9881141781806946,OptimiserType.Adamax,000003,15
0.5,1,Experimental,MAE,57.195762634277344,OptimiserType.Adamax,000003,15
0.5,1,Experimental,MSE,3536.035888671875,OptimiserType.Adamax,000003,15
0.5,1,Experimental,RMSE,59.36196517944336,OptimiserType.Adamax,000004,15
0.5,1,Experimental,MAPE,0.987907886505127,OptimiserType.Adamax,000004,15
0.5,1,Experimental,MAE,57.185760498046875,OptimiserType.Adamax,000004,15
0.5,1,Experimental,MSE,3534.896240234375,OptimiserType.Adamax,000004,15
0.5,1,Experimental,RMSE,59.352294921875,OptimiserType.Adamax,000005,15
0.5,1,Experimental,MAPE,0.9877020716667175,OptimiserType.Adamax,000005,15
0.5,1,Experimental,MAE,57.17595291137695,OptimiserType.Adamax,000005,15
0.5,1,Experimental,MSE,3533.749267578125,OptimiserType.Adamax,000005,15
0.5,1,Experimental,RMSE,59.34271240234375,OptimiserType.Adamax,000006,15
0.5,1,Experimental,MAPE,0.9874956607818604,OptimiserType.Adamax,000006,15
0.5,1,Experimental,MAE,57.16595458984375,OptimiserType.Adamax,000006,15
0.5,1,Experimental,MSE,3532.605712890625,OptimiserType.Adamax,000006,15
0.5,1,Experimental,RMSE,59.33306884765625,OptimiserType.Adamax,000007,15
0.5,1,Experimental,MAPE,0.9872901439666748,OptimiserType.Adamax,000007,15
0.5,1,Experimental,MAE,57.15586471557617,OptimiserType.Adamax,000007,15
0.5,1,Experimental,MSE,3531.46142578125,OptimiserType.Adamax,000007,15
0.5,1,Experimental,RMSE,59.32347869873047,OptimiserType.Adamax,000008,15
0.5,1,Experimental,MAPE,0.9870843291282654,OptimiserType.Adamax,000008,15
0.5,1,Experimental,MAE,57.145782470703125,OptimiserType.Adamax,000008,15
0.5,1,Experimental,MSE,3530.318115234375,OptimiserType.Adamax,000008,15
0.5,1,Experimental,RMSE,59.3138542175293,OptimiserType.Adamax,000009,15
0.5,1,Experimental,MAPE,0.9868775010108948,OptimiserType.Adamax,000009,15
0.5,1,Experimental,MAE,57.1358757019043,OptimiserType.Adamax,000009,15
0.5,1,Experimental,MSE,3529.179931640625,OptimiserType.Adamax,000009,15
