Node_Id,Criterion,Loss
715898,RMSE,2.196091413497925
715898,MAPE,0.027626991271972656
715898,MAE,1.7528316974639893
715898,MSE,4.822817802429199
715929,RMSE,0.7227042317390442
715929,MAPE,0.00963271502405405
715929,MAE,0.6100937128067017
715929,MSE,0.522301435470581
715933,RMSE,6.033109664916992
715933,MAPE,0.08297786116600037
715933,MAE,4.975613117218018
715933,MSE,36.39841079711914
716007,RMSE,2.1746420860290527
716007,MAPE,0.027348821982741356
716007,MAE,1.7372792959213257
716007,MSE,4.729068279266357
716010,RMSE,20.49597930908203
716010,MAPE,0.3006274402141571
716010,MAE,16.015100479125977
716010,MSE,420.0851745605469
716023,RMSE,4.810705661773682
716023,MAPE,0.05167200043797493
716023,MAE,2.26649808883667
716023,MSE,23.14289093017578
716026,RMSE,7.3642730712890625
716026,MAPE,0.058429211378097534
716026,MAE,3.5820820331573486
716026,MSE,54.232521057128906
716028,RMSE,0.7227042317390442
716028,MAPE,0.00963271502405405
716028,MAE,0.6100937128067017
716028,MSE,0.522301435470581
716032,RMSE,2.5565154552459717
716032,MAPE,0.035238780081272125
716032,MAE,2.286989450454712
716032,MSE,6.535771369934082
716050,RMSE,1.5868688821792603
716050,MAPE,0.017555873841047287
716050,MAE,1.1226236820220947
716050,MSE,2.518152952194214
716067,RMSE,4.038987159729004
716067,MAPE,0.051915302872657776
716067,MAE,2.9546725749969482
716067,MSE,16.313417434692383
716069,RMSE,7.8293304443359375
716069,MAPE,0.12431853264570236
716069,MAE,5.886434555053711
716069,MSE,61.29841613769531
716072,RMSE,7.153116703033447
716072,MAPE,0.11417677998542786
716072,MAE,5.3945722579956055
716072,MSE,51.16707992553711
716075,RMSE,3.1211445331573486
716075,MAPE,0.04279337823390961
716075,MAE,2.715526580810547
716075,MSE,9.74154281616211
716078,RMSE,4.645377159118652
716078,MAPE,0.0840868204832077
716078,MAE,3.6160426139831543
716078,MSE,21.57952880859375
716081,RMSE,0.7227042317390442
716081,MAPE,0.00963271502405405
716081,MAE,0.6100937128067017
716081,MSE,0.522301435470581
716087,RMSE,4.415362358093262
716087,MAPE,0.09172361344099045
716087,MAE,3.4929749965667725
716087,MSE,19.495426177978516
716088,RMSE,2.605707883834839
716088,MAPE,0.018630923703312874
716088,MAE,1.1101258993148804
716088,MSE,6.789713382720947
716091,RMSE,0.7227042317390442
716091,MAPE,0.00963271502405405
716091,MAE,0.6100937128067017
716091,MSE,0.522301435470581
716101,RMSE,8.038073539733887
716101,MAPE,0.7216799855232239
716101,MAE,6.875476837158203
716101,MSE,64.61063385009766
716143,RMSE,6.944543361663818
716143,MAPE,0.17104436457157135
716143,MAE,4.884474277496338
716143,MSE,48.226680755615234
716146,RMSE,6.8526530265808105
716146,MAPE,0.14129085838794708
716146,MAE,5.614438533782959
716146,MSE,46.95885467529297
716187,RMSE,8.378888130187988
716187,MAPE,0.6214919686317444
716187,MAE,7.141515254974365
716187,MSE,70.20577239990234
716193,RMSE,3.9348886013031006
716193,MAPE,0.056314289569854736
716193,MAE,2.8384084701538086
716193,MSE,15.483348846435547
716203,RMSE,6.336782932281494
716203,MAPE,0.30077624320983887
716203,MAE,5.106232643127441
716203,MSE,40.15481948852539
716206,RMSE,0.7227042317390442
716206,MAPE,0.00963271502405405
716206,MAE,0.6100937128067017
716206,MSE,0.522301435470581
716237,RMSE,5.8465046882629395
716237,MAPE,0.08391816914081573
716237,MAE,4.122809410095215
716237,MSE,34.181617736816406
716241,RMSE,3.979646682739258
716241,MAPE,0.05556792393326759
716241,MAE,3.516841173171997
716241,MSE,15.8375883102417
716254,RMSE,4.235757350921631
716254,MAPE,0.05460227653384209
716254,MAE,3.5591821670532227
716254,MSE,17.941640853881836
716272,RMSE,3.199002981185913
716272,MAPE,0.03864792734384537
716272,MAE,2.3999688625335693
716272,MSE,10.233619689941406
716295,RMSE,0.40733635425567627
716295,MAPE,0.004623988643288612
716295,MAE,0.2995147109031677
716295,MSE,0.16592289507389069
716296,RMSE,5.731053352355957
716296,MAPE,0.1365477293729782
716296,MAE,4.248542308807373
716296,MSE,32.844974517822266
716311,RMSE,0.7582683563232422
716311,MAPE,0.009997474029660225
716311,MAE,0.633274495601654
716311,MSE,0.5749709010124207
716312,RMSE,3.668693780899048
716312,MAPE,0.04992594197392464
716312,MAE,3.1096761226654053
716312,MSE,13.459314346313477
716331,RMSE,6.307595252990723
716331,MAPE,0.07966677844524384
716331,MAE,4.673184394836426
716331,MSE,39.78575897216797
716337,RMSE,3.377690076828003
716337,MAPE,0.05043255537748337
716337,MAE,2.604107141494751
716337,MSE,11.40878963470459
716339,RMSE,9.714518547058105
716339,MAPE,0.035129282623529434
716339,MAE,2.629964590072632
716339,MSE,94.37187957763672
716359,RMSE,2.336890935897827
716359,MAPE,0.03042776696383953
716359,MAE,1.9136509895324707
716359,MSE,5.461059093475342
716392,RMSE,3.875525712966919
716392,MAPE,0.07081256061792374
716392,MAE,2.840812921524048
716392,MSE,15.019699096679688
716402,RMSE,8.44643497467041
716402,MAPE,0.1540171056985855
716402,MAE,7.718449592590332
716402,MSE,71.3422622680664
716404,RMSE,1.4925495386123657
716404,MAPE,0.021293027326464653
716404,MAE,1.3469663858413696
716404,MSE,2.2277042865753174
716414,RMSE,19.883750915527344
716414,MAPE,0.03866233676671982
716414,MAE,3.0255820751190186
716414,MSE,395.36358642578125
716419,RMSE,16.286096572875977
716419,MAPE,0.03368512913584709
716419,MAE,2.4265048503875732
