Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
0.7,10,Small,RMSE,60.869991302490234,OptimiserType.AdamW,000000,8
0.7,10,Small,MAPE,0.9948023557662964,OptimiserType.AdamW,000000,8
0.7,10,Small,MAE,60.13712692260742,OptimiserType.AdamW,000000,8
0.7,10,Small,MSE,3729.15234375,OptimiserType.AdamW,000000,8
0.7,10,Small,RMSE,60.81031036376953,OptimiserType.AdamW,000001,8
0.7,10,Small,MAPE,0.9937417507171631,OptimiserType.AdamW,000001,8
0.7,10,Small,MAE,60.07661437988281,OptimiserType.AdamW,000001,8
0.7,10,Small,MSE,3721.87744140625,OptimiserType.AdamW,000001,8
0.7,10,Small,RMSE,60.6430778503418,OptimiserType.AdamW,000002,8
0.7,10,Small,MAPE,0.9907289743423462,OptimiserType.AdamW,000002,8
0.7,10,Small,MAE,59.90717697143555,OptimiserType.AdamW,000002,8
0.7,10,Small,MSE,3701.55126953125,OptimiserType.AdamW,000002,8
0.7,10,Small,RMSE,60.44638442993164,OptimiserType.AdamW,000003,8
0.7,10,Small,MAPE,0.9871777296066284,OptimiserType.AdamW,000003,8
0.7,10,Small,MAE,59.707496643066406,OptimiserType.AdamW,000003,8
0.7,10,Small,MSE,3677.6865234375,OptimiserType.AdamW,000003,8
0.7,10,Small,RMSE,60.230506896972656,OptimiserType.AdamW,000004,8
0.7,10,Small,MAPE,0.9832930564880371,OptimiserType.AdamW,000004,8
0.7,10,Small,MAE,59.48859786987305,OptimiserType.AdamW,000004,8
0.7,10,Small,MSE,3651.600830078125,OptimiserType.AdamW,000004,8
0.7,10,Small,RMSE,59.99864959716797,OptimiserType.AdamW,000005,8
0.7,10,Small,MAPE,0.9791073799133301,OptimiserType.AdamW,000005,8
0.7,10,Small,MAE,59.25381851196289,OptimiserType.AdamW,000005,8
0.7,10,Small,MSE,3623.694580078125,OptimiserType.AdamW,000005,8
0.7,10,Small,RMSE,59.75181579589844,OptimiserType.AdamW,000006,8
0.7,10,Small,MAPE,0.9746646881103516,OptimiserType.AdamW,000006,8
0.7,10,Small,MAE,59.003604888916016,OptimiserType.AdamW,000006,8
0.7,10,Small,MSE,3594.094970703125,OptimiserType.AdamW,000006,8
0.7,10,Small,RMSE,59.489959716796875,OptimiserType.AdamW,000007,8
0.7,10,Small,MAPE,0.9699368476867676,OptimiserType.AdamW,000007,8
0.7,10,Small,MAE,58.73786926269531,OptimiserType.AdamW,000007,8
0.7,10,Small,MSE,3562.83154296875,OptimiserType.AdamW,000007,8
0.7,10,Small,RMSE,59.21193313598633,OptimiserType.AdamW,000008,8
0.7,10,Small,MAPE,0.9649252891540527,OptimiserType.AdamW,000008,8
0.7,10,Small,MAE,58.456336975097656,OptimiserType.AdamW,000008,8
0.7,10,Small,MSE,3529.82177734375,OptimiserType.AdamW,000008,8
0.7,10,Small,RMSE,58.91953659057617,OptimiserType.AdamW,000009,8
0.7,10,Small,MAPE,0.9596399664878845,OptimiserType.AdamW,000009,8
0.7,10,Small,MAE,58.159786224365234,OptimiserType.AdamW,000009,8
0.7,10,Small,MSE,3495.2626953125,OptimiserType.AdamW,000009,8
0.7,10,Small,RMSE,58.677406311035156,OptimiserType.AdamW,000010,8
0.7,10,Small,MAPE,0.9552463293075562,OptimiserType.AdamW,000010,8
0.7,10,Small,MAE,57.91393280029297,OptimiserType.AdamW,000010,8
0.7,10,Small,MSE,3466.775390625,OptimiserType.AdamW,000010,8
0.7,10,Small,RMSE,58.50505447387695,OptimiserType.AdamW,000011,8
0.7,10,Small,MAPE,0.9520755410194397,OptimiserType.AdamW,000011,8
0.7,10,Small,MAE,57.73851013183594,OptimiserType.AdamW,000011,8
0.7,10,Small,MSE,3446.58154296875,OptimiserType.AdamW,000011,8
0.7,10,Small,RMSE,58.3903694152832,OptimiserType.AdamW,000012,8
0.7,10,Small,MAPE,0.9499908685684204,OptimiserType.AdamW,000012,8
0.7,10,Small,MAE,57.62196731567383,OptimiserType.AdamW,000012,8
0.7,10,Small,MSE,3433.165283203125,OptimiserType.AdamW,000012,8
0.7,10,Small,RMSE,58.28901672363281,OptimiserType.AdamW,000013,8
0.7,10,Small,MAPE,0.948167622089386,OptimiserType.AdamW,000013,8
0.7,10,Small,MAE,57.519203186035156,OptimiserType.AdamW,000013,8
0.7,10,Small,MSE,3421.322998046875,OptimiserType.AdamW,000013,8
0.7,10,Small,RMSE,58.18480682373047,OptimiserType.AdamW,000014,8
0.7,10,Small,MAPE,0.946292519569397,OptimiserType.AdamW,000014,8
0.7,10,Small,MAE,57.413421630859375,OptimiserType.AdamW,000014,8
0.7,10,Small,MSE,3409.1845703125,OptimiserType.AdamW,000014,8
0.7,10,Small,RMSE,58.07808303833008,OptimiserType.AdamW,000015,8
0.7,10,Small,MAPE,0.944364607334137,OptimiserType.AdamW,000015,8
0.7,10,Small,MAE,57.305152893066406,OptimiserType.AdamW,000015,8
0.7,10,Small,MSE,3396.751220703125,OptimiserType.AdamW,000015,8
0.7,10,Small,RMSE,57.96866226196289,OptimiserType.AdamW,000016,8
0.7,10,Small,MAPE,0.9423940777778625,OptimiserType.AdamW,000016,8
0.7,10,Small,MAE,57.19398498535156,OptimiserType.AdamW,000016,8
0.7,10,Small,MSE,3384.031982421875,OptimiserType.AdamW,000016,8
0.7,10,Small,RMSE,57.856788635253906,OptimiserType.AdamW,000017,8
0.7,10,Small,MAPE,0.9403757452964783,OptimiserType.AdamW,000017,8
0.7,10,Small,MAE,57.0804557800293,OptimiserType.AdamW,000017,8
0.7,10,Small,MSE,3371.04248046875,OptimiserType.AdamW,000017,8
0.7,10,Small,RMSE,57.742286682128906,OptimiserType.AdamW,000018,8
0.7,10,Small,MAPE,0.9383164644241333,OptimiserType.AdamW,000018,8
0.7,10,Small,MAE,56.96443557739258,OptimiserType.AdamW,000018,8
0.7,10,Small,MSE,3357.79443359375,OptimiserType.AdamW,000018,8
0.7,10,Small,RMSE,57.625423431396484,OptimiserType.AdamW,000019,8
0.7,10,Small,MAPE,0.9362103939056396,OptimiserType.AdamW,000019,8
0.7,10,Small,MAE,56.845726013183594,OptimiserType.AdamW,000019,8
0.7,10,Small,MSE,3344.29736328125,OptimiserType.AdamW,000019,8
0.7,10,Small,RMSE,57.505977630615234,OptimiserType.AdamW,000020,8
0.7,10,Small,MAPE,0.9340630173683167,OptimiserType.AdamW,000020,8
0.7,10,Small,MAE,56.724609375,OptimiserType.AdamW,000020,8
0.7,10,Small,MSE,3330.5556640625,OptimiserType.AdamW,000020,8
0.7,10,Small,RMSE,57.3846549987793,OptimiserType.AdamW,000021,8
