,Model,Epsilon,Sigma,Size,Criterion,Loss,Epoch,OptimizerType,Trial,TestOrVal
5294,LSTM,0.5,10,Experimental,MAE,12.36142921447754,6,Adam,e0658_00006,Validation
5295,LSTM,0.5,10,Experimental,MSE,451.9897766113281,6,Adam,e0658_00006,Validation
5296,LSTM,0.5,10,Experimental,RMSE,16.68029022216797,6,Adam,e0658_00006,Test
5297,LSTM,0.5,10,Experimental,MAPE,0.5175415277481079,6,Adam,e0658_00006,Test
5298,LSTM,0.5,10,Experimental,MAE,12.315617561340332,6,Adam,e0658_00006,Test
5299,LSTM,0.5,10,Experimental,MSE,447.0140075683594,6,Adam,e0658_00006,Test
5300,LSTM,0.7,10,Experimental,RMSE,16.26914405822754,0,RMSprop,e0658_00007,Validation
5301,LSTM,0.7,10,Experimental,MAPE,0.5028455853462219,0,RMSprop,e0658_00007,Validation
5302,LSTM,0.7,10,Experimental,MAE,12.208083152770996,0,RMSprop,e0658_00007,Validation
5303,LSTM,0.7,10,Experimental,MSE,411.1813049316406,0,RMSprop,e0658_00007,Validation
5304,LSTM,0.7,10,Experimental,RMSE,16.295324325561523,1,RMSprop,e0658_00007,Validation
5305,LSTM,0.7,10,Experimental,MAPE,0.5035685300827026,1,RMSprop,e0658_00007,Validation
5306,LSTM,0.7,10,Experimental,MAE,12.238149642944336,1,RMSprop,e0658_00007,Validation
5307,LSTM,0.7,10,Experimental,MSE,413.0730285644531,1,RMSprop,e0658_00007,Validation
5308,LSTM,0.7,10,Experimental,RMSE,16.335853576660156,2,RMSprop,e0658_00007,Validation
5309,LSTM,0.7,10,Experimental,MAPE,0.5054230690002441,2,RMSprop,e0658_00007,Validation
5310,LSTM,0.7,10,Experimental,MAE,12.224685668945312,2,RMSprop,e0658_00007,Validation
5311,LSTM,0.7,10,Experimental,MSE,418.165771484375,2,RMSprop,e0658_00007,Validation
5312,LSTM,0.7,10,Experimental,RMSE,16.3082218170166,3,RMSprop,e0658_00007,Validation
5313,LSTM,0.7,10,Experimental,MAPE,0.5041789412498474,3,RMSprop,e0658_00007,Validation
5314,LSTM,0.7,10,Experimental,MAE,12.232728958129885,3,RMSprop,e0658_00007,Validation
5315,LSTM,0.7,10,Experimental,MSE,414.7718505859375,3,RMSprop,e0658_00007,Validation
5316,LSTM,0.7,10,Experimental,RMSE,16.257976531982422,4,RMSprop,e0658_00007,Validation
5317,LSTM,0.7,10,Experimental,MAPE,0.5016660094261169,4,RMSprop,e0658_00007,Validation
5318,LSTM,0.7,10,Experimental,MAE,12.261850357055664,4,RMSprop,e0658_00007,Validation
5319,LSTM,0.7,10,Experimental,MSE,407.6358947753906,4,RMSprop,e0658_00007,Validation
5320,LSTM,0.7,10,Experimental,RMSE,16.270957946777344,5,RMSprop,e0658_00007,Validation
5321,LSTM,0.7,10,Experimental,MAPE,0.50235515832901,5,RMSprop,e0658_00007,Validation
5322,LSTM,0.7,10,Experimental,MAE,12.25209140777588,5,RMSprop,e0658_00007,Validation
5323,LSTM,0.7,10,Experimental,MSE,409.6284790039063,5,RMSprop,e0658_00007,Validation
5324,LSTM,0.7,10,Experimental,RMSE,16.26914405822754,5,RMSprop,e0658_00007,Test
5325,LSTM,0.7,10,Experimental,MAPE,0.5028455853462219,5,RMSprop,e0658_00007,Test
5326,LSTM,0.7,10,Experimental,MAE,12.208083152770996,5,RMSprop,e0658_00007,Test
5327,LSTM,0.7,10,Experimental,MSE,411.1813049316406,5,RMSprop,e0658_00007,Test
5328,LSTM,0.5,3,Experimental,RMSE,16.346189498901367,0,Adamax,e0658_00008,Validation
5329,LSTM,0.5,3,Experimental,MAPE,0.481353610754013,0,Adamax,e0658_00008,Validation
5330,LSTM,0.5,3,Experimental,MAE,13.590946197509766,0,Adamax,e0658_00008,Validation
5331,LSTM,0.5,3,Experimental,MSE,338.9258728027344,0,Adamax,e0658_00008,Validation
5332,LSTM,0.5,3,Experimental,RMSE,18.093212127685547,1,Adamax,e0658_00008,Validation
5333,LSTM,0.5,3,Experimental,MAPE,0.5584301948547363,1,Adamax,e0658_00008,Validation
5334,LSTM,0.5,3,Experimental,MAE,13.746118545532228,1,Adamax,e0658_00008,Validation
5335,LSTM,0.5,3,Experimental,MSE,509.5460815429688,1,Adamax,e0658_00008,Validation
5336,LSTM,0.5,3,Experimental,RMSE,18.15614318847656,2,Adamax,e0658_00008,Validation
5337,LSTM,0.5,3,Experimental,MAPE,0.5602203011512756,2,Adamax,e0658_00008,Validation
5338,LSTM,0.5,3,Experimental,MAE,13.82211971282959,2,Adamax,e0658_00008,Validation
5339,LSTM,0.5,3,Experimental,MSE,511.8969421386719,2,Adamax,e0658_00008,Validation
5340,LSTM,0.5,3,Experimental,RMSE,18.12349510192871,3,Adamax,e0658_00008,Validation
5341,LSTM,0.5,3,Experimental,MAPE,0.5592938661575317,3,Adamax,e0658_00008,Validation
5342,LSTM,0.5,3,Experimental,MAE,13.782570838928224,3,Adamax,e0658_00008,Validation
5343,LSTM,0.5,3,Experimental,MSE,510.6802368164063,3,Adamax,e0658_00008,Validation
5344,LSTM,0.5,3,Experimental,RMSE,18.119495391845703,4,Adamax,e0658_00008,Validation
5345,LSTM,0.5,3,Experimental,MAPE,0.5591776967048645,4,Adamax,e0658_00008,Validation
5346,LSTM,0.5,3,Experimental,MAE,13.777835845947266,4,Adamax,e0658_00008,Validation
5347,LSTM,0.5,3,Experimental,MSE,510.5262756347656,4,Adamax,e0658_00008,Validation
5348,LSTM,0.5,3,Experimental,RMSE,18.09930419921875,5,Adamax,e0658_00008,Validation
5349,LSTM,0.5,3,Experimental,MAPE,0.558600902557373,5,Adamax,e0658_00008,Validation
5350,LSTM,0.5,3,Experimental,MAE,13.753199577331545,5,Adamax,e0658_00008,Validation
5351,LSTM,0.5,3,Experimental,MSE,509.7718200683594,5,Adamax,e0658_00008,Validation
5352,LSTM,0.5,3,Experimental,RMSE,16.346189498901367,5,Adamax,e0658_00008,Test
5353,LSTM,0.5,3,Experimental,MAPE,0.481353610754013,5,Adamax,e0658_00008,Test
5354,LSTM,0.5,3,Experimental,MAE,13.590946197509766,5,Adamax,e0658_00008,Test
5355,LSTM,0.5,3,Experimental,MSE,338.9258728027344,5,Adamax,e0658_00008,Test
5356,LSTM,0.5,10,Experimental,RMSE,16.70340919494629,0,Adam,e0658_00009,Validation
5357,LSTM,0.5,10,Experimental,MAPE,0.4736166000366211,0,Adam,e0658_00009,Validation
5358,LSTM,0.5,10,Experimental,MAE,14.562058448791504,0,Adam,e0658_00009,Validation
5359,LSTM,0.5,10,Experimental,MSE,322.7296447753906,0,Adam,e0658_00009,Validation
5360,LSTM,0.5,10,Experimental,RMSE,16.372276306152344,1,Adam,e0658_00009,Validation
5361,LSTM,0.5,10,Experimental,MAPE,0.5069630742073059,1,Adam,e0658_00009,Validation
5362,LSTM,0.5,10,Experimental,MAE,12.219988822937012,1,Adam,e0658_00009,Validation
5363,LSTM,0.5,10,Experimental,MSE,422.2443542480469,1,Adam,e0658_00009,Validation
5364,LSTM,0.5,10,Experimental,RMSE,16.29385757446289,2,Adam,e0658_00009,Validation
5365,LSTM,0.5,10,Experimental,MAPE,0.5034993290901184,2,Adam,e0658_00009,Validation
5366,LSTM,0.5,10,Experimental,MAE,12.238930702209473,2,Adam,e0658_00009,Validation
5367,LSTM,0.5,10,Experimental,MSE,412.8751525878906,2,Adam,e0658_00009,Validation
5368,LSTM,0.5,10,Experimental,RMSE,16.620052337646484,3,Adam,e0658_00009,Validation
5369,LSTM,0.5,10,Experimental,MAPE,0.5156958103179932,3,Adam,e0658_00009,Validation
5370,LSTM,0.5,10,Experimental,MAE,12.28569221496582,3,Adam,e0658_00009,Validation
5371,LSTM,0.5,10,Experimental,MSE,443.05029296875,3,Adam,e0658_00009,Validation
5372,LSTM,0.5,10,Experimental,RMSE,17.153697967529297,4,Adam,e0658_00009,Validation
5373,LSTM,0.5,10,Experimental,MAPE,0.5312033891677856,4,Adam,e0658_00009,Validation
5374,LSTM,0.5,10,Experimental,MAE,12.67338752746582,4,Adam,e0658_00009,Validation
5375,LSTM,0.5,10,Experimental,MSE,471.9238586425781,4,Adam,e0658_00009,Validation
5376,LSTM,0.5,10,Experimental,RMSE,16.248271942138672,5,Adam,e0658_00009,Validation
5377,LSTM,0.5,10,Experimental,MAPE,0.5011289715766907,5,Adam,e0658_00009,Validation
5378,LSTM,0.5,10,Experimental,MAE,12.270634651184082,5,Adam,e0658_00009,Validation
5379,LSTM,0.5,10,Experimental,MSE,406.0646667480469,5,Adam,e0658_00009,Validation
5380,LSTM,0.5,10,Experimental,RMSE,16.283411026000977,6,Adam,e0658_00009,Validation
5381,LSTM,0.5,10,Experimental,MAPE,0.502988338470459,6,Adam,e0658_00009,Validation
5382,LSTM,0.5,10,Experimental,MAE,12.244406700134276,6,Adam,e0658_00009,Validation
5383,LSTM,0.5,10,Experimental,MSE,411.4342956542969,6,Adam,e0658_00009,Validation
5384,LSTM,0.5,10,Experimental,RMSE,16.372276306152344,6,Adam,e0658_00009,Test
5385,LSTM,0.5,10,Experimental,MAPE,0.5069630742073059,6,Adam,e0658_00009,Test
5386,LSTM,0.5,10,Experimental,MAE,12.219988822937012,6,Adam,e0658_00009,Test
5387,LSTM,0.5,10,Experimental,MSE,422.2443542480469,6,Adam,e0658_00009,Test
5388,LSTM,0.1,10,Experimental,RMSE,16.941396713256836,0,Adamax,e0658_00010,Validation
5389,LSTM,0.1,10,Experimental,MAPE,0.4735813438892364,0,Adamax,e0658_00010,Validation
5390,LSTM,0.1,10,Experimental,MAE,15.033502578735352,0,Adamax,e0658_00010,Validation
5391,LSTM,0.1,10,Experimental,MSE,322.9564208984375,0,Adamax,e0658_00010,Validation
5392,LSTM,0.1,10,Experimental,RMSE,17.81563377380371,1,Adamax,e0658_00010,Validation
5393,LSTM,0.1,10,Experimental,MAPE,0.550434410572052,1,Adamax,e0658_00010,Validation
5394,LSTM,0.1,10,Experimental,MAE,13.410679817199709,1,Adamax,e0658_00010,Validation
5395,LSTM,0.1,10,Experimental,MSE,499.0396423339844,1,Adamax,e0658_00010,Validation
5396,LSTM,0.1,10,Experimental,RMSE,17.788822174072266,2,Adamax,e0658_00010,Validation
5397,LSTM,0.1,10,Experimental,MAPE,0.5496641993522644,2,Adamax,e0658_00010,Validation
5398,LSTM,0.1,10,Experimental,MAE,13.379019737243652,2,Adamax,e0658_00010,Validation
5399,LSTM,0.1,10,Experimental,MSE,498.0088806152344,2,Adamax,e0658_00010,Validation
5400,LSTM,0.1,10,Experimental,RMSE,16.478904724121094,3,Adamax,e0658_00010,Validation
5401,LSTM,0.1,10,Experimental,MAPE,0.5109986066818237,3,Adamax,e0658_00010,Validation
5402,LSTM,0.1,10,Experimental,MAE,12.232657432556152,3,Adamax,e0658_00010,Validation
5403,LSTM,0.1,10,Experimental,MSE,432.330322265625,3,Adamax,e0658_00010,Validation
5404,LSTM,0.1,10,Experimental,RMSE,16.477373123168945,4,Adamax,e0658_00010,Validation
5405,LSTM,0.1,10,Experimental,MAPE,0.5109431147575378,4,Adamax,e0658_00010,Validation
5406,LSTM,0.1,10,Experimental,MAE,12.232305526733398,4,Adamax,e0658_00010,Validation
5407,LSTM,0.1,10,Experimental,MSE,432.1971740722656,4,Adamax,e0658_00010,Validation
5408,LSTM,0.1,10,Experimental,RMSE,16.486343383789062,5,Adamax,e0658_00010,Validation
5409,LSTM,0.1,10,Experimental,MAPE,0.511258602142334,5,Adamax,e0658_00010,Validation
5410,LSTM,0.1,10,Experimental,MAE,12.234472274780272,5,Adamax,e0658_00010,Validation
5411,LSTM,0.1,10,Experimental,MSE,432.9556579589844,5,Adamax,e0658_00010,Validation
5412,LSTM,0.1,10,Experimental,RMSE,16.716981887817383,6,Adamax,e0658_00010,Validation
5413,LSTM,0.1,10,Experimental,MAPE,0.5186477899551392,6,Adamax,e0658_00010,Validation
5414,LSTM,0.1,10,Experimental,MAE,12.335683822631836,6,Adamax,e0658_00010,Validation
5415,LSTM,0.1,10,Experimental,MSE,449.32720947265625,6,Adamax,e0658_00010,Validation
5416,LSTM,0.1,10,Experimental,RMSE,16.503095626831055,7,Adamax,e0658_00010,Validation
5417,LSTM,0.1,10,Experimental,MAPE,0.5118456482887268,7,Adamax,e0658_00010,Validation
5418,LSTM,0.1,10,Experimental,MAE,12.23940086364746,7,Adamax,e0658_00010,Validation
5419,LSTM,0.1,10,Experimental,MSE,434.3373107910156,7,Adamax,e0658_00010,Validation
5420,LSTM,0.1,10,Experimental,RMSE,16.307287216186523,8,Adamax,e0658_00010,Validation
5421,LSTM,0.1,10,Experimental,MAPE,0.5041354894638062,8,Adamax,e0658_00010,Validation
5422,LSTM,0.1,10,Experimental,MAE,12.233112335205078,8,Adamax,e0658_00010,Validation
5423,LSTM,0.1,10,Experimental,MSE,414.6519470214844,8,Adamax,e0658_00010,Validation
5424,LSTM,0.1,10,Experimental,RMSE,16.307668685913086,9,Adamax,e0658_00010,Validation
5425,LSTM,0.1,10,Experimental,MAPE,0.5041533708572388,9,Adamax,e0658_00010,Validation
5426,LSTM,0.1,10,Experimental,MAE,12.233006477355955,9,Adamax,e0658_00010,Validation
5427,LSTM,0.1,10,Experimental,MSE,414.7027587890625,9,Adamax,e0658_00010,Validation
5428,LSTM,0.1,10,Experimental,RMSE,16.477373123168945,9,Adamax,e0658_00010,Test
5429,LSTM,0.1,10,Experimental,MAPE,0.5109431147575378,9,Adamax,e0658_00010,Test
5430,LSTM,0.1,10,Experimental,MAE,12.232305526733398,9,Adamax,e0658_00010,Test
5431,LSTM,0.1,10,Experimental,MSE,432.1971740722656,9,Adamax,e0658_00010,Test
5432,LSTM,0.5,3,Experimental,RMSE,16.109418869018555,0,Adam,e0658_00011,Validation
5433,LSTM,0.5,3,Experimental,MAPE,0.4804263114929199,0,Adam,e0658_00011,Validation
5434,LSTM,0.5,3,Experimental,MAE,12.946149826049805,0,Adam,e0658_00011,Validation
5435,LSTM,0.5,3,Experimental,MSE,347.9110717773437,0,Adam,e0658_00011,Validation
5436,LSTM,0.5,3,Experimental,RMSE,17.752605438232422,1,Adam,e0658_00011,Validation
5437,LSTM,0.5,3,Experimental,MAPE,0.5486190915107727,1,Adam,e0658_00011,Validation
5438,LSTM,0.5,3,Experimental,MAE,13.336445808410645,1,Adam,e0658_00011,Validation
5439,LSTM,0.5,3,Experimental,MSE,496.6150207519531,1,Adam,e0658_00011,Validation
5440,LSTM,0.5,3,Experimental,RMSE,17.6265811920166,2,Adam,e0658_00011,Validation
5441,LSTM,0.5,3,Experimental,MAPE,0.5449656844139099,2,Adam,e0658_00011,Validation
5442,LSTM,0.5,3,Experimental,MAE,13.188568115234377,2,Adam,e0658_00011,Validation
5443,LSTM,0.5,3,Experimental,MSE,491.6951904296875,2,Adam,e0658_00011,Validation
5444,LSTM,0.5,3,Experimental,RMSE,17.55794334411621,3,Adam,e0658_00011,Validation
5445,LSTM,0.5,3,Experimental,MAPE,0.5429700016975403,3,Adam,e0658_00011,Validation
5446,LSTM,0.5,3,Experimental,MAE,13.109182357788086,3,Adam,e0658_00011,Validation
5447,LSTM,0.5,3,Experimental,MSE,488.9735107421875,3,Adam,e0658_00011,Validation
5448,LSTM,0.5,3,Experimental,RMSE,17.0881404876709,4,Adam,e0658_00011,Validation
5449,LSTM,0.5,3,Experimental,MAPE,0.5293146967887878,4,Adam,e0658_00011,Validation
5450,LSTM,0.5,3,Experimental,MAE,12.61137866973877,4,Adam,e0658_00011,Validation
5451,LSTM,0.5,3,Experimental,MSE,468.9166564941406,4,Adam,e0658_00011,Validation
5452,LSTM,0.5,3,Experimental,RMSE,17.695589065551758,5,Adam,e0658_00011,Validation
5453,LSTM,0.5,3,Experimental,MAPE,0.5469669103622437,5,Adam,e0658_00011,Validation
5454,LSTM,0.5,3,Experimental,MAE,13.269109725952148,5,Adam,e0658_00011,Validation
5455,LSTM,0.5,3,Experimental,MSE,494.3981323242188,5,Adam,e0658_00011,Validation
5456,LSTM,0.5,3,Experimental,RMSE,16.244543075561523,6,Adam,e0658_00011,Validation
5457,LSTM,0.5,3,Experimental,MAPE,0.5009152293205261,6,Adam,e0658_00011,Validation
5458,LSTM,0.5,3,Experimental,MAE,12.274276733398438,6,Adam,e0658_00011,Validation
5459,LSTM,0.5,3,Experimental,MSE,405.4346923828125,6,Adam,e0658_00011,Validation
5460,LSTM,0.5,3,Experimental,RMSE,16.32802963256836,7,Adam,e0658_00011,Validation
5461,LSTM,0.5,3,Experimental,MAPE,0.5050812363624573,7,Adam,e0658_00011,Validation
5462,LSTM,0.5,3,Experimental,MAE,12.226483345031738,7,Adam,e0658_00011,Validation
5463,LSTM,0.5,3,Experimental,MSE,417.2409973144531,7,Adam,e0658_00011,Validation
5464,LSTM,0.5,3,Experimental,RMSE,16.324443817138672,8,Adam,e0658_00011,Validation
5465,LSTM,0.5,3,Experimental,MAPE,0.5049193501472473,8,Adam,e0658_00011,Validation
5466,LSTM,0.5,3,Experimental,MAE,12.22732925415039,8,Adam,e0658_00011,Validation
5467,LSTM,0.5,3,Experimental,MSE,416.8074645996094,8,Adam,e0658_00011,Validation
5468,LSTM,0.5,3,Experimental,RMSE,16.323820114135742,9,Adam,e0658_00011,Validation
5469,LSTM,0.5,3,Experimental,MAPE,0.504889190196991,9,Adam,e0658_00011,Validation
5470,LSTM,0.5,3,Experimental,MAE,12.22752571105957,9,Adam,e0658_00011,Validation
5471,LSTM,0.5,3,Experimental,MSE,416.7241821289063,9,Adam,e0658_00011,Validation
5472,LSTM,0.5,3,Experimental,RMSE,16.324045181274414,10,Adam,e0658_00011,Validation
5473,LSTM,0.5,3,Experimental,MAPE,0.5049000382423401,10,Adam,e0658_00011,Validation
5474,LSTM,0.5,3,Experimental,MAE,12.227450370788574,10,Adam,e0658_00011,Validation
5475,LSTM,0.5,3,Experimental,MSE,416.7537536621094,10,Adam,e0658_00011,Validation
5476,LSTM,0.5,3,Experimental,RMSE,16.324392318725586,11,Adam,e0658_00011,Validation
5477,LSTM,0.5,3,Experimental,MAPE,0.504916787147522,11,Adam,e0658_00011,Validation
5478,LSTM,0.5,3,Experimental,MAE,12.227386474609377,11,Adam,e0658_00011,Validation
5479,LSTM,0.5,3,Experimental,MSE,416.8009338378906,11,Adam,e0658_00011,Validation
5480,LSTM,0.5,3,Experimental,RMSE,16.323875427246094,12,Adam,e0658_00011,Validation
5481,LSTM,0.5,3,Experimental,MAPE,0.5048922300338745,12,Adam,e0658_00011,Validation
5482,LSTM,0.5,3,Experimental,MAE,12.227571487426758,12,Adam,e0658_00011,Validation
5483,LSTM,0.5,3,Experimental,MSE,416.7315979003906,12,Adam,e0658_00011,Validation
5484,LSTM,0.5,3,Experimental,RMSE,16.32802963256836,12,Adam,e0658_00011,Test
5485,LSTM,0.5,3,Experimental,MAPE,0.5050812363624573,12,Adam,e0658_00011,Test
5486,LSTM,0.5,3,Experimental,MAE,12.226483345031738,12,Adam,e0658_00011,Test
5487,LSTM,0.5,3,Experimental,MSE,417.2409973144531,12,Adam,e0658_00011,Test
5488,LSTM,0.3,3,Experimental,RMSE,17.045928955078125,0,Adamax,e0658_00012,Validation
5489,LSTM,0.3,3,Experimental,MAPE,0.4530517756938934,0,Adamax,e0658_00012,Validation
5490,LSTM,0.3,3,Experimental,MAE,15.16809368133545,0,Adamax,e0658_00012,Validation
5491,LSTM,0.3,3,Experimental,MSE,311.7119140625,0,Adamax,e0658_00012,Validation
5492,LSTM,0.3,3,Experimental,RMSE,17.497037887573242,1,Adamax,e0658_00012,Validation
5493,LSTM,0.3,3,Experimental,MAPE,0.5411939024925232,1,Adamax,e0658_00012,Validation
5494,LSTM,0.3,3,Experimental,MAE,13.039505958557127,1,Adamax,e0658_00012,Validation
5495,LSTM,0.3,3,Experimental,MSE,486.52545166015625,1,Adamax,e0658_00012,Validation
5496,LSTM,0.3,3,Experimental,RMSE,17.76546287536621,2,Adamax,e0658_00012,Validation
5497,LSTM,0.3,3,Experimental,MAPE,0.5489879846572876,2,Adamax,e0658_00012,Validation
5498,LSTM,0.3,3,Experimental,MAE,13.351346969604492,2,Adamax,e0658_00012,Validation
5499,LSTM,0.3,3,Experimental,MSE,497.1105041503906,2,Adamax,e0658_00012,Validation
5500,LSTM,0.3,3,Experimental,RMSE,17.765840530395508,3,Adamax,e0658_00012,Validation
5501,LSTM,0.3,3,Experimental,MAPE,0.5489984154701233,3,Adamax,e0658_00012,Validation
5502,LSTM,0.3,3,Experimental,MAE,13.35185432434082,3,Adamax,e0658_00012,Validation
5503,LSTM,0.3,3,Experimental,MSE,497.1251525878906,3,Adamax,e0658_00012,Validation
5504,LSTM,0.3,3,Experimental,RMSE,17.644737243652344,4,Adamax,e0658_00012,Validation
5505,LSTM,0.3,3,Experimental,MAPE,0.5454968214035034,4,Adamax,e0658_00012,Validation
5506,LSTM,0.3,3,Experimental,MAE,13.209837913513184,4,Adamax,e0658_00012,Validation
5507,LSTM,0.3,3,Experimental,MSE,492.41119384765625,4,Adamax,e0658_00012,Validation
5508,LSTM,0.3,3,Experimental,RMSE,17.901012420654297,5,Adamax,e0658_00012,Validation
5509,LSTM,0.3,3,Experimental,MAPE,0.5529137253761292,5,Adamax,e0658_00012,Validation
5510,LSTM,0.3,3,Experimental,MAE,13.514092445373535,5,Adamax,e0658_00012,Validation
5511,LSTM,0.3,3,Experimental,MSE,502.2986145019531,5,Adamax,e0658_00012,Validation
5512,LSTM,0.3,3,Experimental,RMSE,17.724597930908203,6,Adamax,e0658_00012,Validation
5513,LSTM,0.3,3,Experimental,MAPE,0.5478077530860901,6,Adamax,e0658_00012,Validation
5514,LSTM,0.3,3,Experimental,MAE,13.303231239318848,6,Adamax,e0658_00012,Validation
5515,LSTM,0.3,3,Experimental,MSE,495.5284118652344,6,Adamax,e0658_00012,Validation
5516,LSTM,0.3,3,Experimental,RMSE,17.497037887573242,6,Adamax,e0658_00012,Test
5517,LSTM,0.3,3,Experimental,MAPE,0.5411939024925232,6,Adamax,e0658_00012,Test
5518,LSTM,0.3,3,Experimental,MAE,13.039505958557127,6,Adamax,e0658_00012,Test
5519,LSTM,0.3,3,Experimental,MSE,486.52545166015625,6,Adamax,e0658_00012,Test
5520,LSTM,0.1,1,Experimental,RMSE,16.924789428710938,0,Adam,e0658_00015,Validation
5521,LSTM,0.1,1,Experimental,MAPE,0.5271589756011963,0,Adam,e0658_00015,Validation
5522,LSTM,0.1,1,Experimental,MAE,12.527538299560549,0,Adam,e0658_00015,Validation
5523,LSTM,0.1,1,Experimental,MSE,463.1389770507813,0,Adam,e0658_00015,Validation
5524,LSTM,0.1,1,Experimental,RMSE,16.93143653869629,1,Adam,e0658_00015,Validation
5525,LSTM,0.1,1,Experimental,MAPE,0.5249453783035278,1,Adam,e0658_00015,Validation
5526,LSTM,0.1,1,Experimental,MAE,12.477513313293455,1,Adam,e0658_00015,Validation
5527,LSTM,0.1,1,Experimental,MSE,461.4998168945313,1,Adam,e0658_00015,Validation
5528,LSTM,0.1,1,Experimental,RMSE,16.60076904296875,2,Adam,e0658_00015,Validation
5529,LSTM,0.1,1,Experimental,MAPE,0.5152121782302856,2,Adam,e0658_00015,Validation
5530,LSTM,0.1,1,Experimental,MAE,12.269143104553224,2,Adam,e0658_00015,Validation
5531,LSTM,0.1,1,Experimental,MSE,442.1667785644531,2,Adam,e0658_00015,Validation
5532,LSTM,0.1,1,Experimental,RMSE,16.664447784423828,3,Adam,e0658_00015,Validation
5533,LSTM,0.1,1,Experimental,MAPE,0.5170663595199585,3,Adam,e0658_00015,Validation
5534,LSTM,0.1,1,Experimental,MAE,12.307206153869627,3,Adam,e0658_00015,Validation
5535,LSTM,0.1,1,Experimental,MSE,446.01275634765625,3,Adam,e0658_00015,Validation
5536,LSTM,0.1,1,Experimental,RMSE,16.59481430053711,4,Adam,e0658_00015,Validation
5537,LSTM,0.1,1,Experimental,MAPE,0.5148932337760925,4,Adam,e0658_00015,Validation
5538,LSTM,0.1,1,Experimental,MAE,12.274073600769045,4,Adam,e0658_00015,Validation
5539,LSTM,0.1,1,Experimental,MSE,441.2887878417969,4,Adam,e0658_00015,Validation
5540,LSTM,0.1,1,Experimental,RMSE,16.725751876831055,5,Adam,e0658_00015,Validation
5541,LSTM,0.1,1,Experimental,MAPE,0.5189061760902405,5,Adam,e0658_00015,Validation
5542,LSTM,0.1,1,Experimental,MAE,12.340421676635742,5,Adam,e0658_00015,Validation
5543,LSTM,0.1,1,Experimental,MSE,449.8628845214844,5,Adam,e0658_00015,Validation
5544,LSTM,0.1,1,Experimental,RMSE,16.874935150146484,6,Adam,e0658_00015,Validation
5545,LSTM,0.1,1,Experimental,MAPE,0.523225724697113,6,Adam,e0658_00015,Validation
5546,LSTM,0.1,1,Experimental,MAE,12.436421394348145,6,Adam,e0658_00015,Validation
5547,LSTM,0.1,1,Experimental,MSE,458.3297119140625,6,Adam,e0658_00015,Validation
5548,LSTM,0.1,1,Experimental,RMSE,16.979455947875977,7,Adam,e0658_00015,Validation
5549,LSTM,0.1,1,Experimental,MAPE,0.5262054800987244,7,Adam,e0658_00015,Validation
5550,LSTM,0.1,1,Experimental,MAE,12.516860961914062,7,Adam,e0658_00015,Validation
5551,LSTM,0.1,1,Experimental,MSE,463.6952209472656,7,Adam,e0658_00015,Validation
5552,LSTM,0.1,1,Experimental,RMSE,16.60076904296875,7,Adam,e0658_00015,Test
5553,LSTM,0.1,1,Experimental,MAPE,0.5152121782302856,7,Adam,e0658_00015,Test
5554,LSTM,0.1,1,Experimental,MAE,12.269143104553224,7,Adam,e0658_00015,Test
5555,LSTM,0.1,1,Experimental,MSE,442.1667785644531,7,Adam,e0658_00015,Test
5556,LSTM,0.7,5,Medium,RMSE,11.633594512939451,0,Adam,3f806_00000,Validation
5557,LSTM,0.7,5,Medium,MAPE,0.2430292218923568,0,Adam,3f806_00000,Validation
5558,LSTM,0.7,5,Medium,MAE,7.8769073486328125,0,Adam,3f806_00000,Validation
5559,LSTM,0.7,5,Medium,MSE,190.3782958984375,0,Adam,3f806_00000,Validation
5560,LSTM,0.7,5,Medium,RMSE,11.603347778320312,1,Adam,3f806_00000,Validation
5561,LSTM,0.7,5,Medium,MAPE,0.2421296238899231,1,Adam,3f806_00000,Validation
5562,LSTM,0.7,5,Medium,MAE,7.834005355834961,1,Adam,3f806_00000,Validation
5563,LSTM,0.7,5,Medium,MSE,189.1963348388672,1,Adam,3f806_00000,Validation
5564,LSTM,0.7,5,Medium,RMSE,11.590337753295898,2,Adam,3f806_00000,Validation
5565,LSTM,0.7,5,Medium,MAPE,0.241725668311119,2,Adam,3f806_00000,Validation
5566,LSTM,0.7,5,Medium,MAE,7.815556049346924,2,Adam,3f806_00000,Validation
5567,LSTM,0.7,5,Medium,MSE,188.74856567382807,2,Adam,3f806_00000,Validation
5568,LSTM,0.7,5,Medium,RMSE,11.612507820129396,3,Adam,3f806_00000,Validation
5569,LSTM,0.7,5,Medium,MAPE,0.2424109727144241,3,Adam,3f806_00000,Validation
5570,LSTM,0.7,5,Medium,MAE,7.84660530090332,3,Adam,3f806_00000,Validation
5571,LSTM,0.7,5,Medium,MSE,189.52728271484372,3,Adam,3f806_00000,Validation
5572,LSTM,0.7,5,Medium,RMSE,11.457977294921877,4,Adam,3f806_00000,Validation
5573,LSTM,0.7,5,Medium,MAPE,0.2374301850795745,4,Adam,3f806_00000,Validation
5574,LSTM,0.7,5,Medium,MAE,7.621975421905518,4,Adam,3f806_00000,Validation
5575,LSTM,0.7,5,Medium,MSE,183.9907989501953,4,Adam,3f806_00000,Validation
5576,LSTM,0.7,5,Medium,RMSE,11.496004104614258,5,Adam,3f806_00000,Validation
5577,LSTM,0.7,5,Medium,MAPE,0.2387001365423202,5,Adam,3f806_00000,Validation
