,Model,Epsilon,Sigma,Size,Criterion,Loss,Epoch,OptimizerType,Trial,TestOrVal
614,LSTM,0.1,1,ExperimentalLR,MAE,12.23342514038086,8,RMSprop,1da6e_00011,Validation
615,LSTM,0.1,1,ExperimentalLR,MSE,414.5428466796875,8,RMSprop,1da6e_00011,Validation
616,LSTM,0.1,1,ExperimentalLR,RMSE,16.3607234954834,9,RMSprop,1da6e_00011,Validation
617,LSTM,0.1,1,ExperimentalLR,MAPE,0.5064833164215088,9,RMSprop,1da6e_00011,Validation
618,LSTM,0.1,1,ExperimentalLR,MAE,12.220817565917969,9,RMSprop,1da6e_00011,Validation
619,LSTM,0.1,1,ExperimentalLR,MSE,420.9915161132813,9,RMSprop,1da6e_00011,Validation
620,LSTM,0.1,1,ExperimentalLR,RMSE,16.299001693725586,10,RMSprop,1da6e_00011,Validation
621,LSTM,0.1,1,ExperimentalLR,MAPE,0.5037477612495422,10,RMSprop,1da6e_00011,Validation
622,LSTM,0.1,1,ExperimentalLR,MAE,12.236562728881836,10,RMSprop,1da6e_00011,Validation
623,LSTM,0.1,1,ExperimentalLR,MSE,413.566650390625,10,RMSprop,1da6e_00011,Validation
624,LSTM,0.1,1,ExperimentalLR,RMSE,16.294092178344727,11,RMSprop,1da6e_00011,Validation
625,LSTM,0.1,1,ExperimentalLR,MAPE,0.5035089254379272,11,RMSprop,1da6e_00011,Validation
626,LSTM,0.1,1,ExperimentalLR,MAE,12.238795280456545,11,RMSprop,1da6e_00011,Validation
627,LSTM,0.1,1,ExperimentalLR,MSE,412.90478515625,11,RMSprop,1da6e_00011,Validation
628,LSTM,0.1,1,ExperimentalLR,RMSE,16.365671157836914,11,RMSprop,1da6e_00011,Test
629,LSTM,0.1,1,ExperimentalLR,MAPE,0.5066906213760376,11,RMSprop,1da6e_00011,Test
630,LSTM,0.1,1,ExperimentalLR,MAE,12.22047996520996,11,RMSprop,1da6e_00011,Test
631,LSTM,0.1,1,ExperimentalLR,MSE,421.53125,11,RMSprop,1da6e_00011,Test
632,LSTM,0.1,1,ExperimentalLR,RMSE,16.727603912353516,0,Adam,1da6e_00012,Validation
633,LSTM,0.1,1,ExperimentalLR,MAPE,0.4764130413532257,0,Adam,1da6e_00012,Validation
634,LSTM,0.1,1,ExperimentalLR,MAE,14.560535430908203,0,Adam,1da6e_00012,Validation
635,LSTM,0.1,1,ExperimentalLR,MSE,325.7774963378906,0,Adam,1da6e_00012,Validation
636,LSTM,0.1,1,ExperimentalLR,RMSE,16.46331787109375,1,Adam,1da6e_00012,Validation
637,LSTM,0.1,1,ExperimentalLR,MAPE,0.510441243648529,1,Adam,1da6e_00012,Validation
638,LSTM,0.1,1,ExperimentalLR,MAE,12.228937149047852,1,Adam,1da6e_00012,Validation
639,LSTM,0.1,1,ExperimentalLR,MSE,430.9857482910156,1,Adam,1da6e_00012,Validation
640,LSTM,0.1,1,ExperimentalLR,RMSE,16.349143981933594,2,Adam,1da6e_00012,Validation
641,LSTM,0.1,1,ExperimentalLR,MAPE,0.5059979557991028,2,Adam,1da6e_00012,Validation
642,LSTM,0.1,1,ExperimentalLR,MAE,12.222339630126951,2,Adam,1da6e_00012,Validation
643,LSTM,0.1,1,ExperimentalLR,MSE,419.7028503417969,2,Adam,1da6e_00012,Validation
644,LSTM,0.1,1,ExperimentalLR,RMSE,16.264787673950195,3,Adam,1da6e_00012,Validation
645,LSTM,0.1,1,ExperimentalLR,MAPE,0.5020308494567871,3,Adam,1da6e_00012,Validation
646,LSTM,0.1,1,ExperimentalLR,MAE,12.256685256958008,3,Adam,1da6e_00012,Validation
647,LSTM,0.1,1,ExperimentalLR,MSE,408.6912841796875,3,Adam,1da6e_00012,Validation
648,LSTM,0.1,1,ExperimentalLR,RMSE,16.22056007385254,4,Adam,1da6e_00012,Validation
649,LSTM,0.1,1,ExperimentalLR,MAPE,0.4994555711746216,4,Adam,1da6e_00012,Validation
650,LSTM,0.1,1,ExperimentalLR,MAE,12.303579330444336,4,Adam,1da6e_00012,Validation
651,LSTM,0.1,1,ExperimentalLR,MSE,401.0474548339844,4,Adam,1da6e_00012,Validation
652,LSTM,0.1,1,ExperimentalLR,RMSE,16.214990615844727,5,Adam,1da6e_00012,Validation
653,LSTM,0.1,1,ExperimentalLR,MAPE,0.4990836381912231,5,Adam,1da6e_00012,Validation
654,LSTM,0.1,1,ExperimentalLR,MAE,12.31206512451172,5,Adam,1da6e_00012,Validation
655,LSTM,0.1,1,ExperimentalLR,MSE,399.9114990234375,5,Adam,1da6e_00012,Validation
656,LSTM,0.1,1,ExperimentalLR,RMSE,16.260723114013672,6,Adam,1da6e_00012,Validation
657,LSTM,0.1,1,ExperimentalLR,MAPE,0.5018154978752136,6,Adam,1da6e_00012,Validation
658,LSTM,0.1,1,ExperimentalLR,MAE,12.259748458862305,6,Adam,1da6e_00012,Validation
659,LSTM,0.1,1,ExperimentalLR,MSE,408.06976318359375,6,Adam,1da6e_00012,Validation
660,LSTM,0.1,1,ExperimentalLR,RMSE,16.273012161254883,7,Adam,1da6e_00012,Validation
661,LSTM,0.1,1,ExperimentalLR,MAPE,0.5024629831314087,7,Adam,1da6e_00012,Validation
662,LSTM,0.1,1,ExperimentalLR,MAE,12.25080108642578,7,Adam,1da6e_00012,Validation
663,LSTM,0.1,1,ExperimentalLR,MSE,409.93267822265625,7,Adam,1da6e_00012,Validation
664,LSTM,0.1,1,ExperimentalLR,RMSE,16.349143981933594,7,Adam,1da6e_00012,Test
665,LSTM,0.1,1,ExperimentalLR,MAPE,0.5059979557991028,7,Adam,1da6e_00012,Test
666,LSTM,0.1,1,ExperimentalLR,MAE,12.222339630126951,7,Adam,1da6e_00012,Test
667,LSTM,0.1,1,ExperimentalLR,MSE,419.7028503417969,7,Adam,1da6e_00012,Test
668,LSTM,0.1,1,ExperimentalLR,RMSE,16.249248504638672,0,RMSprop,1da6e_00013,Validation
669,LSTM,0.1,1,ExperimentalLR,MAPE,0.5011851191520691,0,RMSprop,1da6e_00013,Validation
670,LSTM,0.1,1,ExperimentalLR,MAE,12.269652366638184,0,RMSprop,1da6e_00013,Validation
671,LSTM,0.1,1,ExperimentalLR,MSE,406.2266540527344,0,RMSprop,1da6e_00013,Validation
672,LSTM,0.1,1,ExperimentalLR,RMSE,16.33144187927246,1,RMSprop,1da6e_00013,Validation
673,LSTM,0.1,1,ExperimentalLR,MAPE,0.5052332282066345,1,RMSprop,1da6e_00013,Validation
674,LSTM,0.1,1,ExperimentalLR,MAE,12.22563648223877,1,RMSprop,1da6e_00013,Validation
675,LSTM,0.1,1,ExperimentalLR,MSE,417.6509094238281,1,RMSprop,1da6e_00013,Validation
676,LSTM,0.1,1,ExperimentalLR,RMSE,16.339967727661133,2,RMSprop,1da6e_00013,Validation
677,LSTM,0.1,1,ExperimentalLR,MAPE,0.505601167678833,2,RMSprop,1da6e_00013,Validation
678,LSTM,0.1,1,ExperimentalLR,MAE,12.223762512207031,2,RMSprop,1da6e_00013,Validation
679,LSTM,0.1,1,ExperimentalLR,MSE,418.6515502929688,2,RMSprop,1da6e_00013,Validation
680,LSTM,0.1,1,ExperimentalLR,RMSE,16.3450927734375,3,RMSprop,1da6e_00013,Validation
681,LSTM,0.1,1,ExperimentalLR,MAPE,0.5058242082595825,3,RMSprop,1da6e_00013,Validation
682,LSTM,0.1,1,ExperimentalLR,MAE,12.222905158996582,3,RMSprop,1da6e_00013,Validation
683,LSTM,0.1,1,ExperimentalLR,MSE,419.2414855957031,3,RMSprop,1da6e_00013,Validation
684,LSTM,0.1,1,ExperimentalLR,RMSE,16.31806182861328,4,RMSprop,1da6e_00013,Validation
685,LSTM,0.1,1,ExperimentalLR,MAPE,0.5046334862709045,4,RMSprop,1da6e_00013,Validation
686,LSTM,0.1,1,ExperimentalLR,MAE,12.22939682006836,4,RMSprop,1da6e_00013,Validation
687,LSTM,0.1,1,ExperimentalLR,MSE,416.0182800292969,4,RMSprop,1da6e_00013,Validation
688,LSTM,0.1,1,ExperimentalLR,RMSE,16.37605857849121,5,RMSprop,1da6e_00013,Validation
689,LSTM,0.1,1,ExperimentalLR,MAPE,0.5071152448654175,5,RMSprop,1da6e_00013,Validation
690,LSTM,0.1,1,ExperimentalLR,MAE,12.219799041748049,5,RMSprop,1da6e_00013,Validation
691,LSTM,0.1,1,ExperimentalLR,MSE,422.64166259765625,5,RMSprop,1da6e_00013,Validation
692,LSTM,0.1,1,ExperimentalLR,RMSE,16.37103843688965,6,RMSprop,1da6e_00013,Validation
693,LSTM,0.1,1,ExperimentalLR,MAPE,0.5069132447242737,6,RMSprop,1da6e_00013,Validation
694,LSTM,0.1,1,ExperimentalLR,MAE,12.220148086547852,6,RMSprop,1da6e_00013,Validation
695,LSTM,0.1,1,ExperimentalLR,MSE,422.1116638183594,6,RMSprop,1da6e_00013,Validation
696,LSTM,0.1,1,ExperimentalLR,RMSE,16.331045150756836,7,RMSprop,1da6e_00013,Validation
697,LSTM,0.1,1,ExperimentalLR,MAPE,0.5052157640457153,7,RMSprop,1da6e_00013,Validation
698,LSTM,0.1,1,ExperimentalLR,MAE,12.225762367248535,7,RMSprop,1da6e_00013,Validation
699,LSTM,0.1,1,ExperimentalLR,MSE,417.60394287109375,7,RMSprop,1da6e_00013,Validation
700,LSTM,0.1,1,ExperimentalLR,RMSE,16.24387550354004,8,RMSprop,1da6e_00013,Validation
701,LSTM,0.1,1,ExperimentalLR,MAPE,0.5008780360221863,8,RMSprop,1da6e_00013,Validation
702,LSTM,0.1,1,ExperimentalLR,MAE,12.27493667602539,8,RMSprop,1da6e_00013,Validation
703,LSTM,0.1,1,ExperimentalLR,MSE,405.3225708007813,8,RMSprop,1da6e_00013,Validation
704,LSTM,0.1,1,ExperimentalLR,RMSE,16.320520401000977,9,RMSprop,1da6e_00013,Validation
705,LSTM,0.1,1,ExperimentalLR,MAPE,0.504744827747345,9,RMSprop,1da6e_00013,Validation
706,LSTM,0.1,1,ExperimentalLR,MAE,12.228612899780272,9,RMSprop,1da6e_00013,Validation
707,LSTM,0.1,1,ExperimentalLR,MSE,416.3202819824219,9,RMSprop,1da6e_00013,Validation
708,LSTM,0.1,1,ExperimentalLR,RMSE,16.29214096069336,10,RMSprop,1da6e_00013,Validation
709,LSTM,0.1,1,ExperimentalLR,MAPE,0.5034158229827881,10,RMSprop,1da6e_00013,Validation
710,LSTM,0.1,1,ExperimentalLR,MAE,12.239846229553224,10,RMSprop,1da6e_00013,Validation
711,LSTM,0.1,1,ExperimentalLR,MSE,412.6398010253906,10,RMSprop,1da6e_00013,Validation
712,LSTM,0.1,1,ExperimentalLR,RMSE,16.37605857849121,10,RMSprop,1da6e_00013,Test
713,LSTM,0.1,1,ExperimentalLR,MAPE,0.5071152448654175,10,RMSprop,1da6e_00013,Test
714,LSTM,0.1,1,ExperimentalLR,MAE,12.219799041748049,10,RMSprop,1da6e_00013,Test
715,LSTM,0.1,1,ExperimentalLR,MSE,422.64166259765625,10,RMSprop,1da6e_00013,Test
716,LSTM,0.1,1,ExperimentalLR,RMSE,16.78435707092285,0,AdamW,1da6e_00014,Validation
717,LSTM,0.1,1,ExperimentalLR,MAPE,0.5180425047874451,0,AdamW,1da6e_00014,Validation
718,LSTM,0.1,1,ExperimentalLR,MAE,12.519110679626465,0,AdamW,1da6e_00014,Validation
719,LSTM,0.1,1,ExperimentalLR,MSE,442.7315979003906,0,AdamW,1da6e_00014,Validation
720,LSTM,0.1,1,ExperimentalLR,RMSE,16.608074188232422,1,AdamW,1da6e_00014,Validation
721,LSTM,0.1,1,ExperimentalLR,MAPE,0.5152894854545593,1,AdamW,1da6e_00014,Validation
722,LSTM,0.1,1,ExperimentalLR,MAE,12.280529022216797,1,AdamW,1da6e_00014,Validation
723,LSTM,0.1,1,ExperimentalLR,MSE,442.151123046875,1,AdamW,1da6e_00014,Validation
724,LSTM,0.1,1,ExperimentalLR,RMSE,16.497371673583984,2,AdamW,1da6e_00014,Validation
725,LSTM,0.1,1,ExperimentalLR,MAPE,0.5116460919380188,2,AdamW,1da6e_00014,Validation
726,LSTM,0.1,1,ExperimentalLR,MAE,12.237787246704102,2,AdamW,1da6e_00014,Validation
727,LSTM,0.1,1,ExperimentalLR,MSE,433.8671875,2,AdamW,1da6e_00014,Validation
728,LSTM,0.1,1,ExperimentalLR,RMSE,16.533740997314453,3,AdamW,1da6e_00014,Validation
729,LSTM,0.1,1,ExperimentalLR,MAPE,0.5128912925720215,3,AdamW,1da6e_00014,Validation
730,LSTM,0.1,1,ExperimentalLR,MAE,12.249598503112791,3,AdamW,1da6e_00014,Validation
731,LSTM,0.1,1,ExperimentalLR,MSE,436.7701721191406,3,AdamW,1da6e_00014,Validation
732,LSTM,0.1,1,ExperimentalLR,RMSE,16.413408279418945,4,AdamW,1da6e_00014,Validation
733,LSTM,0.1,1,ExperimentalLR,MAPE,0.5085898637771606,4,AdamW,1da6e_00014,Validation
734,LSTM,0.1,1,ExperimentalLR,MAE,12.221183776855469,4,AdamW,1da6e_00014,Validation
735,LSTM,0.1,1,ExperimentalLR,MSE,426.4077453613281,4,AdamW,1da6e_00014,Validation
736,LSTM,0.1,1,ExperimentalLR,RMSE,16.409772872924805,5,AdamW,1da6e_00014,Validation
737,LSTM,0.1,1,ExperimentalLR,MAPE,0.5084505081176758,5,AdamW,1da6e_00014,Validation
738,LSTM,0.1,1,ExperimentalLR,MAE,12.220884323120115,5,AdamW,1da6e_00014,Validation
739,LSTM,0.1,1,ExperimentalLR,MSE,426.0545654296875,5,AdamW,1da6e_00014,Validation
740,LSTM,0.1,1,ExperimentalLR,RMSE,16.428451538085938,6,AdamW,1da6e_00014,Validation
741,LSTM,0.1,1,ExperimentalLR,MAPE,0.5091648101806641,6,AdamW,1da6e_00014,Validation
742,LSTM,0.1,1,ExperimentalLR,MAE,12.22293472290039,6,AdamW,1da6e_00014,Validation
743,LSTM,0.1,1,ExperimentalLR,MSE,427.8396911621094,6,AdamW,1da6e_00014,Validation
744,LSTM,0.1,1,ExperimentalLR,RMSE,16.443811416625977,7,AdamW,1da6e_00014,Validation
745,LSTM,0.1,1,ExperimentalLR,MAPE,0.509732723236084,7,AdamW,1da6e_00014,Validation
746,LSTM,0.1,1,ExperimentalLR,MAE,12.22527313232422,7,AdamW,1da6e_00014,Validation
747,LSTM,0.1,1,ExperimentalLR,MSE,429.2506408691406,7,AdamW,1da6e_00014,Validation
748,LSTM,0.1,1,ExperimentalLR,RMSE,16.31903648376465,8,AdamW,1da6e_00014,Validation
749,LSTM,0.1,1,ExperimentalLR,MAPE,0.5046775341033936,8,AdamW,1da6e_00014,Validation
750,LSTM,0.1,1,ExperimentalLR,MAE,12.2290678024292,8,AdamW,1da6e_00014,Validation
751,LSTM,0.1,1,ExperimentalLR,MSE,416.1387023925781,8,AdamW,1da6e_00014,Validation
752,LSTM,0.1,1,ExperimentalLR,RMSE,16.420019149780273,9,AdamW,1da6e_00014,Validation
753,LSTM,0.1,1,ExperimentalLR,MAPE,0.5088430047035217,9,AdamW,1da6e_00014,Validation
754,LSTM,0.1,1,ExperimentalLR,MAE,12.221882820129396,9,AdamW,1da6e_00014,Validation
755,LSTM,0.1,1,ExperimentalLR,MSE,427.0415954589844,9,AdamW,1da6e_00014,Validation
756,LSTM,0.1,1,ExperimentalLR,RMSE,16.363534927368164,10,AdamW,1da6e_00014,Validation
757,LSTM,0.1,1,ExperimentalLR,MAPE,0.5066030621528625,10,AdamW,1da6e_00014,Validation
758,LSTM,0.1,1,ExperimentalLR,MAE,12.22063159942627,10,AdamW,1da6e_00014,Validation
759,LSTM,0.1,1,ExperimentalLR,MSE,421.3038635253906,10,AdamW,1da6e_00014,Validation
760,LSTM,0.1,1,ExperimentalLR,RMSE,16.38396644592285,11,AdamW,1da6e_00014,Validation
761,LSTM,0.1,1,ExperimentalLR,MAPE,0.507437527179718,11,AdamW,1da6e_00014,Validation
762,LSTM,0.1,1,ExperimentalLR,MAE,12.219803810119627,11,AdamW,1da6e_00014,Validation
763,LSTM,0.1,1,ExperimentalLR,MSE,423.4690551757813,11,AdamW,1da6e_00014,Validation
764,LSTM,0.1,1,ExperimentalLR,RMSE,16.448453903198242,12,AdamW,1da6e_00014,Validation
765,LSTM,0.1,1,ExperimentalLR,MAPE,0.5099051594734192,12,AdamW,1da6e_00014,Validation
766,LSTM,0.1,1,ExperimentalLR,MAE,12.226099014282228,12,AdamW,1da6e_00014,Validation
767,LSTM,0.1,1,ExperimentalLR,MSE,429.6710815429688,12,AdamW,1da6e_00014,Validation
768,LSTM,0.1,1,ExperimentalLR,RMSE,16.531757354736328,13,AdamW,1da6e_00014,Validation
769,LSTM,0.1,1,ExperimentalLR,MAPE,0.5128247141838074,13,AdamW,1da6e_00014,Validation
770,LSTM,0.1,1,ExperimentalLR,MAE,12.248930931091309,13,AdamW,1da6e_00014,Validation
771,LSTM,0.1,1,ExperimentalLR,MSE,436.6158142089844,13,AdamW,1da6e_00014,Validation
772,LSTM,0.1,1,ExperimentalLR,RMSE,16.296279907226562,14,AdamW,1da6e_00014,Validation
773,LSTM,0.1,1,ExperimentalLR,MAPE,0.5036153793334961,14,AdamW,1da6e_00014,Validation
774,LSTM,0.1,1,ExperimentalLR,MAE,12.23774242401123,14,AdamW,1da6e_00014,Validation
775,LSTM,0.1,1,ExperimentalLR,MSE,413.203369140625,14,AdamW,1da6e_00014,Validation
776,LSTM,0.1,1,ExperimentalLR,RMSE,16.27615737915039,15,AdamW,1da6e_00014,Validation
777,LSTM,0.1,1,ExperimentalLR,MAPE,0.5026225447654724,15,AdamW,1da6e_00014,Validation
778,LSTM,0.1,1,ExperimentalLR,MAE,12.24880027770996,15,AdamW,1da6e_00014,Validation
779,LSTM,0.1,1,ExperimentalLR,MSE,410.3905029296875,15,AdamW,1da6e_00014,Validation
780,LSTM,0.1,1,ExperimentalLR,RMSE,16.282384872436523,16,AdamW,1da6e_00014,Validation
781,LSTM,0.1,1,ExperimentalLR,MAPE,0.5029360055923462,16,AdamW,1da6e_00014,Validation
782,LSTM,0.1,1,ExperimentalLR,MAE,12.24501132965088,16,AdamW,1da6e_00014,Validation
783,LSTM,0.1,1,ExperimentalLR,MSE,411.2864990234375,16,AdamW,1da6e_00014,Validation
784,LSTM,0.1,1,ExperimentalLR,RMSE,16.38396644592285,16,AdamW,1da6e_00014,Test
785,LSTM,0.1,1,ExperimentalLR,MAPE,0.507437527179718,16,AdamW,1da6e_00014,Test
786,LSTM,0.1,1,ExperimentalLR,MAE,12.219803810119627,16,AdamW,1da6e_00014,Test
787,LSTM,0.1,1,ExperimentalLR,MSE,423.4690551757813,16,AdamW,1da6e_00014,Test
788,LSTM,0.1,1,ExperimentalLR,RMSE,16.933706283569336,0,AdamW,1da6e_00015,Validation
789,LSTM,0.1,1,ExperimentalLR,MAPE,0.5227685570716858,0,AdamW,1da6e_00015,Validation
790,LSTM,0.1,1,ExperimentalLR,MAE,12.665109634399414,0,AdamW,1da6e_00015,Validation
791,LSTM,0.1,1,ExperimentalLR,MSE,450.4329223632813,0,AdamW,1da6e_00015,Validation
792,LSTM,0.1,1,ExperimentalLR,RMSE,16.331520080566406,1,AdamW,1da6e_00015,Validation
793,LSTM,0.1,1,ExperimentalLR,MAPE,0.5052319765090942,1,AdamW,1da6e_00015,Validation
794,LSTM,0.1,1,ExperimentalLR,MAE,12.22562313079834,1,AdamW,1da6e_00015,Validation
795,LSTM,0.1,1,ExperimentalLR,MSE,417.6516418457031,1,AdamW,1da6e_00015,Validation
796,LSTM,0.1,1,ExperimentalLR,RMSE,16.480012893676758,2,AdamW,1da6e_00015,Validation
797,LSTM,0.1,1,ExperimentalLR,MAPE,0.5110354423522949,2,AdamW,1da6e_00015,Validation
798,LSTM,0.1,1,ExperimentalLR,MAE,12.2329683303833,2,AdamW,1da6e_00015,Validation
799,LSTM,0.1,1,ExperimentalLR,MSE,432.4183654785156,2,AdamW,1da6e_00015,Validation
800,LSTM,0.1,1,ExperimentalLR,RMSE,16.783634185791016,3,AdamW,1da6e_00015,Validation
801,LSTM,0.1,1,ExperimentalLR,MAPE,0.5206030011177063,3,AdamW,1da6e_00015,Validation
802,LSTM,0.1,1,ExperimentalLR,MAE,12.375269889831545,3,AdamW,1da6e_00015,Validation
803,LSTM,0.1,1,ExperimentalLR,MSE,453.2818908691406,3,AdamW,1da6e_00015,Validation
804,LSTM,0.1,1,ExperimentalLR,RMSE,16.47810935974121,4,AdamW,1da6e_00015,Validation
805,LSTM,0.1,1,ExperimentalLR,MAPE,0.5109710693359375,4,AdamW,1da6e_00015,Validation
806,LSTM,0.1,1,ExperimentalLR,MAE,12.23249340057373,4,AdamW,1da6e_00015,Validation
807,LSTM,0.1,1,ExperimentalLR,MSE,432.2622375488281,4,AdamW,1da6e_00015,Validation
808,LSTM,0.1,1,ExperimentalLR,RMSE,16.509193420410156,5,AdamW,1da6e_00015,Validation
809,LSTM,0.1,1,ExperimentalLR,MAPE,0.5120547413825989,5,AdamW,1da6e_00015,Validation
810,LSTM,0.1,1,ExperimentalLR,MAE,12.24123764038086,5,AdamW,1da6e_00015,Validation
811,LSTM,0.1,1,ExperimentalLR,MSE,434.8323974609375,5,AdamW,1da6e_00015,Validation
812,LSTM,0.1,1,ExperimentalLR,RMSE,16.4491024017334,6,AdamW,1da6e_00015,Validation
813,LSTM,0.1,1,ExperimentalLR,MAPE,0.5099297165870667,6,AdamW,1da6e_00015,Validation
814,LSTM,0.1,1,ExperimentalLR,MAE,12.226202011108398,6,AdamW,1da6e_00015,Validation
815,LSTM,0.1,1,ExperimentalLR,MSE,429.7320556640625,6,AdamW,1da6e_00015,Validation
816,LSTM,0.1,1,ExperimentalLR,RMSE,16.331520080566406,6,AdamW,1da6e_00015,Test
817,LSTM,0.1,1,ExperimentalLR,MAPE,0.5052319765090942,6,AdamW,1da6e_00015,Test
818,LSTM,0.1,1,ExperimentalLR,MAE,12.22562313079834,6,AdamW,1da6e_00015,Test
819,LSTM,0.1,1,ExperimentalLR,MSE,417.6516418457031,6,AdamW,1da6e_00015,Test
820,LSTM,0.1,1,ExperimentalLR,RMSE,17.16044807434082,0,Adamax,75507_00000,Validation
821,LSTM,0.1,1,ExperimentalLR,MAPE,0.4738346040248871,0,Adamax,75507_00000,Validation
822,LSTM,0.1,1,ExperimentalLR,MAE,15.405044555664062,0,Adamax,75507_00000,Validation
823,LSTM,0.1,1,ExperimentalLR,MSE,325.1576232910156,0,Adamax,75507_00000,Validation
824,LSTM,0.1,1,ExperimentalLR,RMSE,16.649776458740234,1,Adamax,75507_00000,Validation
825,LSTM,0.1,1,ExperimentalLR,MAPE,0.5166196227073669,1,Adamax,75507_00000,Validation
826,LSTM,0.1,1,ExperimentalLR,MAE,12.300009727478027,1,Adamax,75507_00000,Validation
827,LSTM,0.1,1,ExperimentalLR,MSE,445.05181884765625,1,Adamax,75507_00000,Validation
828,LSTM,0.1,1,ExperimentalLR,RMSE,16.680498123168945,2,Adamax,75507_00000,Validation
829,LSTM,0.1,1,ExperimentalLR,MAPE,0.5175551772117615,2,Adamax,75507_00000,Validation
830,LSTM,0.1,1,ExperimentalLR,MAE,12.315674781799316,2,Adamax,75507_00000,Validation
831,LSTM,0.1,1,ExperimentalLR,MSE,447.0458984375,2,Adamax,75507_00000,Validation
832,LSTM,0.1,1,ExperimentalLR,RMSE,16.678714752197266,3,Adamax,75507_00000,Validation
833,LSTM,0.1,1,ExperimentalLR,MAPE,0.5175013542175293,3,Adamax,75507_00000,Validation
834,LSTM,0.1,1,ExperimentalLR,MAE,12.314751625061035,3,Adamax,75507_00000,Validation
835,LSTM,0.1,1,ExperimentalLR,MSE,446.9337463378906,3,Adamax,75507_00000,Validation
836,LSTM,0.1,1,ExperimentalLR,RMSE,16.669198989868164,4,Adamax,75507_00000,Validation
837,LSTM,0.1,1,ExperimentalLR,MAPE,0.5172118544578552,4,Adamax,75507_00000,Validation
838,LSTM,0.1,1,ExperimentalLR,MAE,12.30971622467041,4,Adamax,75507_00000,Validation
839,LSTM,0.1,1,ExperimentalLR,MSE,446.31939697265625,4,Adamax,75507_00000,Validation
840,LSTM,0.1,1,ExperimentalLR,RMSE,16.696258544921875,5,Adamax,75507_00000,Validation
841,LSTM,0.1,1,ExperimentalLR,MAPE,0.5180263519287109,5,Adamax,75507_00000,Validation
842,LSTM,0.1,1,ExperimentalLR,MAE,12.323856353759766,5,Adamax,75507_00000,Validation
843,LSTM,0.1,1,ExperimentalLR,MSE,448.0421447753906,5,Adamax,75507_00000,Validation
844,LSTM,0.1,1,ExperimentalLR,RMSE,16.728851318359375,6,Adamax,75507_00000,Validation
845,LSTM,0.1,1,ExperimentalLR,MAPE,0.5189974904060364,6,Adamax,75507_00000,Validation
846,LSTM,0.1,1,ExperimentalLR,MAE,12.342228889465332,6,Adamax,75507_00000,Validation
847,LSTM,0.1,1,ExperimentalLR,MSE,450.0506591796875,6,Adamax,75507_00000,Validation
848,LSTM,0.1,1,ExperimentalLR,RMSE,16.649776458740234,6,Adamax,75507_00000,Test
849,LSTM,0.1,1,ExperimentalLR,MAPE,0.5166196227073669,6,Adamax,75507_00000,Test
850,LSTM,0.1,1,ExperimentalLR,MAE,12.300009727478027,6,Adamax,75507_00000,Test
851,LSTM,0.1,1,ExperimentalLR,MSE,445.05181884765625,6,Adamax,75507_00000,Test
852,LSTM,0.1,1,ExperimentalLR,RMSE,17.504261016845703,0,Adam,75507_00001,Validation
853,LSTM,0.1,1,ExperimentalLR,MAPE,0.5123699307441711,0,Adam,75507_00001,Validation
854,LSTM,0.1,1,ExperimentalLR,MAE,12.52541446685791,0,Adam,75507_00001,Validation
855,LSTM,0.1,1,ExperimentalLR,MSE,467.0892028808594,0,Adam,75507_00001,Validation
856,LSTM,0.1,1,ExperimentalLR,RMSE,16.81184196472168,1,Adam,75507_00001,Validation
857,LSTM,0.1,1,ExperimentalLR,MAPE,0.5214808583259583,1,Adam,75507_00001,Validation
858,LSTM,0.1,1,ExperimentalLR,MAE,12.39025592803955,1,Adam,75507_00001,Validation
859,LSTM,0.1,1,ExperimentalLR,MSE,455.0928039550781,1,Adam,75507_00001,Validation
860,LSTM,0.1,1,ExperimentalLR,RMSE,16.714454650878906,2,Adam,75507_00001,Validation
861,LSTM,0.1,1,ExperimentalLR,MAPE,0.5185288786888123,2,Adam,75507_00001,Validation
862,LSTM,0.1,1,ExperimentalLR,MAE,12.336164474487305,2,Adam,75507_00001,Validation
863,LSTM,0.1,1,ExperimentalLR,MSE,448.97161865234375,2,Adam,75507_00001,Validation
864,LSTM,0.1,1,ExperimentalLR,RMSE,16.492206573486328,3,Adam,75507_00001,Validation
865,LSTM,0.1,1,ExperimentalLR,MAPE,0.5114670991897583,3,Adam,75507_00001,Validation
866,LSTM,0.1,1,ExperimentalLR,MAE,12.236224174499512,3,Adam,75507_00001,Validation
867,LSTM,0.1,1,ExperimentalLR,MSE,433.4446105957031,3,Adam,75507_00001,Validation
868,LSTM,0.1,1,ExperimentalLR,RMSE,17.519306182861328,4,Adam,75507_00001,Validation
869,LSTM,0.1,1,ExperimentalLR,MAPE,0.5418441891670227,4,Adam,75507_00001,Validation
870,LSTM,0.1,1,ExperimentalLR,MAE,13.064929008483888,4,Adam,75507_00001,Validation
871,LSTM,0.1,1,ExperimentalLR,MSE,487.422119140625,4,Adam,75507_00001,Validation
872,LSTM,0.1,1,ExperimentalLR,RMSE,17.187740325927734,5,Adam,75507_00001,Validation
873,LSTM,0.1,1,ExperimentalLR,MAPE,0.5321799516677856,5,Adam,75507_00001,Validation
874,LSTM,0.1,1,ExperimentalLR,MAE,12.706318855285645,5,Adam,75507_00001,Validation
875,LSTM,0.1,1,ExperimentalLR,MSE,473.4517822265625,5,Adam,75507_00001,Validation
